,Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Genre,Internet Movie Database,Language,Metacritic,Metascore,Plot,Poster,Production,Rated,Released,Response,Rotten Tomatoes,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
0,"Tom Hulce, Stephen Furst, Mark Metcalf, Mary Louise Weller",2 wins & 1 nomination.,N/A,USA,N/A,John Landis,,Comedy,7.5/10,"English, Italian",79/100,79,"At a 1962 college, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him.",https://m.media-amazon.com/images/M/MV5BM2M2ZDA4MTYtOGRjMi00OTg5LWI1ZTUtMjQxZTc2NWZjNDFkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,N/A,R,28 Jul 1978,True,90%,109 min,,National Lampoon's Animal House,movie,N/A,"Harold Ramis, Douglas Kenney, Chris Miller",1978,tt0077975,7.5,"108,650",,
0,"Tracy Camilla Johns, Tommy Redmond Hicks, John Canada Terrell, Spike Lee",4 wins & 2 nominations.,N/A,USA,N/A,Spike Lee,,"Comedy, Romance",6.7/10,English,79/100,79,Story of a woman and her three lovers.,https://m.media-amazon.com/images/M/MV5BNGM3NzcwZjQtY2E5ZC00ODU0LTg1ODQtZDNlMGNiZTRlNWZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,08 Aug 1986,True,91%,84 min,,She's Gotta Have It,movie,N/A,"Spike Lee, Zora Neale Hurston (opening quotation)",1986,tt0091939,6.7,"8,919",,
0,"Laurence Fishburne, Giancarlo Esposito, Tisha Campbell-Martin, Kyme",1 nomination.,N/A,USA,N/A,Spike Lee,,"Comedy, Drama, Musical",6.0/10,English,49/100,49,A not so popular young man wants to pledge to a popular fraternity at his historically black college.,https://m.media-amazon.com/images/M/MV5BODQzYzI5OTctMTAzMi00YWQ3LTliNWEtMmY2NjkzYTdiNGIxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,12 Feb 1988,True,58%,121 min,,School Daze,movie,N/A,Spike Lee,1988,tt0096054,6.0,"5,941",,
0,"Danny Aiello, Ossie Davis, Ruby Dee, Richard Edson",Nominated for 2 Oscars. Another 20 wins & 15 nominations.,N/A,USA,N/A,Spike Lee,,"Comedy, Drama",7.9/10,"English, Italian, Spanish, Korean",92/100,92,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",https://m.media-amazon.com/images/M/MV5BODA2MjU1NTI1MV5BMl5BanBnXkFtZTgwOTU4ODIwMjE@._V1_SX300.jpg,N/A,R,21 Jul 1989,True,92%,120 min,,Do the Right Thing,movie,N/A,Spike Lee,1989,tt0097216,7.9,"80,554",,
0,"Denzel Washington, Spike Lee, Wesley Snipes, Giancarlo Esposito",1 win & 3 nominations.,N/A,USA,N/A,Spike Lee,,"Drama, Music, Romance",6.6/10,English,61/100,61,Jazz trumpeter Bleek Gilliam makes questionable decisions in his professional and romantic lives.,https://m.media-amazon.com/images/M/MV5BYmMwY2ZhZjctZTg1Ny00NjNjLThkOTQtZGY2NzA1ODBjMzA3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,03 Aug 1990,True,73%,130 min,,Mo' Better Blues,movie,N/A,Spike Lee,1990,tt0100168,6.6,"10,489",,
0,"Wesley Snipes, Annabella Sciorra, Spike Lee, Ossie Davis",6 wins & 9 nominations.,N/A,USA,N/A,Spike Lee,,"Drama, Romance",6.5/10,English,,N/A,Friends and family of a married black architect react in different ways to his affair with an Italian secretary.,https://m.media-amazon.com/images/M/MV5BMjM5MTQxMDk2Ml5BMl5BanBnXkFtZTgwODQ2MDc3NjE@._V1_SX300.jpg,N/A,R,07 Jun 1991,True,57%,132 min,,Jungle Fever,movie,N/A,Spike Lee,1991,tt0102175,6.5,"16,337",,
0,"Clint Eastwood, Lee J. Cobb, Susan Clark, Tisha Sterling",N/A,N/A,USA,N/A,Don Siegel,,"Action, Comedy, Crime, Thriller, Western",6.5/10,English,,N/A,Arizona Deputy Sheriff Coogan (Clint Eastwood) is sent to New York City to escort an escaped fugitive back for trial.,https://m.media-amazon.com/images/M/MV5BN2E3MDY5NWQtMmE5YS00ZjQ0LTgyYjItN2Q4MGVhNWY0MWFhXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,R,17 Oct 1968,True,94%,93 min,,Coogan's Bluff,movie,N/A,"Herman Miller (screenplay), Dean Riesner (screenplay), Howard Rodman (screenplay), Herman Miller (story)",1968,tt0062824,6.5,"14,810",,
0,"Samuel L. Jackson, Josh Hartnett, Kathryn Morris, Dakota Goyo",2 nominations.,N/A,USA,N/A,Rod Lurie,,"Drama, Sport",6.7/10,English,55/100,55,"Up-and-coming sports reporter rescues a homeless man (""Champ"") only to discover that he is, in fact, a boxing legend believed to have passed away. What begins as an opportunity to resurrect Champ's story and escape the shadow of his father's success becomes a personal journey as the ambitious reporter reexamines his own life and his relationship with his family.",https://m.media-amazon.com/images/M/MV5BMjMxNjgyMTA2Ml5BMl5BanBnXkFtZTgwMzYxODU3MDI@._V1_SX300.jpg,N/A,PG-13,24 Aug 2007,True,60%,112 min,,Resurrecting the Champ,movie,N/A,"Michael Bortman (screenplay), Allison Burnett (screenplay), Michael Bortman (screen story), Allison Burnett (screen story), J.R. Moehringer (Los Angeles Times Magazine article)",2007,tt0416185,6.7,"19,856",,
0,Julie Sedgewick,Won 1 Oscar. Another 5 wins & 2 nominations.,N/A,UK,N/A,Nick Park,,"Animation, Comedy, Short, Family",7.7/10,English,,N/A,A humourous and thought provoking view of what animals in zoos might be thinking about their captivity and surroundings.,https://m.media-amazon.com/images/M/MV5BMTQyMjk1MzI0NF5BMl5BanBnXkFtZTgwMjc2NDkwMzE@._V1_SX300.jpg,N/A,N/A,16 Nov 1990,True,93%,5 min,,Creature Comforts,movie,N/A,N/A,1989,tt0099317,7.7,"5,851",,
0,"Charles Bronson, Hope Lange, Vincent Gardenia, Steven Keats",1 win & 1 nomination.,N/A,"USA, Canada",N/A,Michael Winner,,"Action, Crime, Drama, Thriller",7.0/10,"English, Italian, German, French",51/100,51,A New York City architect becomes a one-man vigilante squad after his wife is murdered by street punks in which he randomly goes out and kills would-be muggers on the mean streets after dark.,https://m.media-amazon.com/images/M/MV5BYWQ2ZjUxNWYtZDU5Ni00Y2MwLTg1YjktMjBhMmEyYjQ1MjUxL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,24 Jul 1974,True,67%,93 min,,Death Wish,movie,N/A,"Brian Garfield (novel), Wendell Mayes (screenplay)",1974,tt0071402,7.0,"33,868",,
0,"Charles Bronson, Hope Lange, Vincent Gardenia, Steven Keats",1 win & 1 nomination.,N/A,"USA, Canada",N/A,Michael Winner,,"Action, Crime, Drama, Thriller",7.0/10,"English, Italian, German, French",51/100,51,A New York City architect becomes a one-man vigilante squad after his wife is murdered by street punks in which he randomly goes out and kills would-be muggers on the mean streets after dark.,https://m.media-amazon.com/images/M/MV5BYWQ2ZjUxNWYtZDU5Ni00Y2MwLTg1YjktMjBhMmEyYjQ1MjUxL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,24 Jul 1974,True,67%,93 min,,Death Wish,movie,N/A,"Brian Garfield (novel), Wendell Mayes (screenplay)",1974,tt0071402,7.0,"33,868",,
0,"Charles Bronson, Deborah Raffin, Ed Lauter, Martin Balsam",N/A,N/A,"USA, Canada",N/A,Michael Winner,,"Action, Crime, Drama, Thriller",5.9/10,English,18/100,18,Architect/vigilante Paul Kersey arrives back in New York City and is forcibly recruited by a crooked police chief to fight street crime caused by a large gang terrorizing the neighborhoods.,https://m.media-amazon.com/images/M/MV5BNGE5MmNlMDktMmVmNC00M2VlLWJkNjItYzJjMzM4MDY5ODY4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,R,01 Nov 1985,True,6%,92 min,,Death Wish 3,movie,N/A,"Don Jakoby, Brian Garfield (characters created by)",1985,tt0089003,5.9,"13,487",,
0,"Charles Bronson, Kay Lenz, John P. Ryan, Perry Lopez",N/A,N/A,USA,N/A,J. Lee Thompson,,"Action, Crime, Drama, Thriller",5.5/10,English,46/100,46,Architect/vigilante Paul Kersey takes on the members of a vicious Los Angeles drug cartel to stop the flow of drugs after his girlfriend's daughter dies from an overdose.,https://m.media-amazon.com/images/M/MV5BNTNiZDhiMmQtZGRiOC00Yzg0LTkyMzUtZDBhOGQzMTIyYzQ3L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,06 Nov 1987,True,14%,99 min,,Death Wish 4: The Crackdown,movie,N/A,"Brian Garfield (characters), Gail Morgan Hickman",1987,tt0092857,5.5,"8,324",,
0,"Charles Bronson, Lesley-Anne Down, Michael Parks, Chuck Shamata",N/A,N/A,"Canada, USA",N/A,Allan A. Goldstein,,"Action, Crime, Drama, Thriller",4.9/10,English,25/100,25,"Paul Kersey is back at working vigilante justice when his fiancée, Olivia, has her business threatened by mobsters.",https://m.media-amazon.com/images/M/MV5BZTViYzMxMGItYzJlNC00MTc3LWI0MTAtNGM5NTJlMjUzODQ2L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,14 Jan 1994,True,,95 min,,Death Wish V: The Face of Death,movie,N/A,"Brian Garfield (characters), Michael Colleary (story), Allan A. Goldstein (story), Allan A. Goldstein (screenplay)",1994,tt0109578,4.9,"6,695",,
0,"Fred MacMurray, Barbara Stanwyck, Edward G. Robinson, Porter Hall",Nominated for 7 Oscars. Another 2 wins & 2 nominations.,N/A,USA,N/A,Billy Wilder,,"Crime, Drama, Film-Noir, Mystery, Thriller",8.3/10,English,95/100,95,An insurance representative lets himself be talked by a seductive housewife into a murder/insurance fraud scheme that arouses the suspicion of an insurance investigator.,https://m.media-amazon.com/images/M/MV5BOTdlNjgyZGUtOTczYi00MDdhLTljZmMtYTEwZmRiOWFkYjRhXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg,N/A,Passed,06 Jul 1944,True,97%,107 min,,Double Indemnity,movie,N/A,"Billy Wilder (screenplay), Raymond Chandler (screenplay), James M. Cain (from the novel by)",1944,tt0036775,8.3,"137,436",,
0,"Julia Roberts, Campbell Scott, Vincent D'Onofrio, Colleen Dewhurst",3 nominations.,N/A,USA,N/A,Joel Schumacher,,"Drama, Romance",6.1/10,English,,N/A,A nurse falls in love with a terminally ill man.,https://m.media-amazon.com/images/M/MV5BMGJiYjYxZjYtY2FmMi00ODUyLTlkMTktZmM2ZDBjODc5MTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,21 Jun 1991,True,23%,111 min,,Dying Young,movie,N/A,"Marti Leimbach (novel), Richard Friedenberg (screenplay)",1991,tt0101787,6.1,"14,432",,
0,"Naomi Campbell, Vanilla Ice, Deezer D, Kevin Hicks",1 win & 7 nominations.,N/A,USA,N/A,David Kellogg,,"Comedy, Drama, Music, Romance",2.9/10,English,,N/A,"A rap-oriented remake of The Wild One (1953), with heavy emphasis on the fact that Vanilla Ice has assumed the Marlon Brando role.",https://m.media-amazon.com/images/M/MV5BNzU4Mzg3MjYtNmNiNS00Y2Q5LWFlMTYtMWUzOTVmMjhmZmM2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,PG,18 Oct 1991,True,7%,91 min,,Cool as Ice,movie,N/A,David Stenn,1991,tt0101615,2.9,"8,710",,
0,"Judith Hoag, Elias Koteas, Josh Pais, David Forman",3 wins & 3 nominations.,N/A,"USA, Hong Kong",N/A,Steve Barron,,"Action, Adventure, Comedy, Family, Sci-Fi",6.8/10,"English, French",51/100,51,Four teenage mutant ninja turtles emerge from the shadows to protect New York City from a gang of criminal ninjas.,https://m.media-amazon.com/images/M/MV5BNzg3NTQ4NDk5NV5BMl5BanBnXkFtZTgwNzMzNDg4NjE@._V1_SX300.jpg,N/A,PG,30 Mar 1990,True,40%,93 min,,Teenage Mutant Ninja Turtles,movie,N/A,"Kevin Eastman (characters), Peter Laird (characters), Bobby Herbeck (story), Todd W. Langen (screenplay), Bobby Herbeck (screenplay)",1990,tt0100758,6.8,"82,764",,
0,"Paige Turco, David Warner, Michelan Sisti, Leif Tilden",2 wins & 1 nomination.,N/A,"USA, Hong Kong",N/A,Michael Pressman,,"Action, Adventure, Comedy, Family, Sci-Fi",6.0/10,English,45/100,45,"The Turtles and the Shredder battle once again, this time for the last canister of the ooze that created the Turtles, with which Shredder wants to unleash an army of new mutants.",https://m.media-amazon.com/images/M/MV5BODdkMTk5ODMtYjhkMS00MGNlLThkMmItYjRjMTc2ZWY1OWIxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,N/A,PG,22 Mar 1991,True,35%,88 min,,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,movie,N/A,"Kevin Eastman (based on characters created by), Peter Laird (based on characters created by), Todd W. Langen",1991,tt0103060,6.0,"50,008",,
0,"Elias Koteas, Paige Turco, Stuart Wilson, Sab Shimono",1 win.,N/A,"USA, Hong Kong",N/A,Stuart Gillard,,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",4.8/10,English,40/100,40,The turtles find themselves transported back in time to ancient Japan.,https://m.media-amazon.com/images/M/MV5BYTA1MDliMWUtYzIzZC00Yjc2LWE1MTYtNWI1YzE5NzIxMzFmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,N/A,PG,19 Mar 1993,True,23%,96 min,,Teenage Mutant Ninja Turtles III,movie,N/A,"Kevin Eastman (based on characters created by), Peter Laird (based on characters created by), Stuart Gillard",1993,tt0108308,4.8,"29,842",,
0,"Patrick Swayze, C. Thomas Howell, Lea Thompson, Charlie Sheen",1 nomination.,N/A,USA,N/A,John Milius,,"Action, Drama",6.4/10,"English, Russian, Spanish",55/100,55,"It is the dawn of World War III. In mid-western America, a group of teenagers band together to defend their town, and their country, from invading Soviet forces.",https://m.media-amazon.com/images/M/MV5BNzgzNjcwMjI3MF5BMl5BanBnXkFtZTcwNDAxNTQyNA@@._V1_SX300.jpg,N/A,PG-13,10 Aug 1984,True,46%,114 min,,Red Dawn,movie,N/A,"Kevin Reynolds (story), John Milius (screenplay), Kevin Reynolds (screenplay)",1984,tt0087985,6.4,"49,780",,
0,"Stephen Lang, Michael Carmine, Lauren Holly, John Cameron Mitchell",1 nomination.,N/A,USA,28 Jan 2003,Paul Michael Glaser,,"Action, Crime, Drama",6.3/10,English,34/100,34,Five juvenile lost causes are sent to the Everglades where a war veteran tries to reform them using survival tactics. Their new skills and resolve are tested when a Miami drug lord targets them for trying to clean up their neighborhood.,https://m.media-amazon.com/images/M/MV5BYjQxNzFhM2ItZjllYi00ZDhiLWFmOWQtMTRjNmQxOWUzN2JjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,Sony Pictures Entertainment,R,11 Apr 1986,True,11%,109 min,,Band of the Hand,movie,N/A,"Leo Garen, Jack Baran",1986,tt0090693,6.3,"2,600",,
0,"Mike Norris, Steve Durham, David Coburn, Thalmus Rasulala",N/A,N/A,"USA, Finland",24 Apr 2001,Renny Harlin,,"Action, Drama, Thriller",4.3/10,English,35/100,35,"Three American students vacationing in Finland, cross the border into Russia for fun of it. When they are spotted by the Russian soldiers who are shooting to kill, it's not fun anymore. ...",https://m.media-amazon.com/images/M/MV5BMTA4ODg4NzIyODFeQTJeQWpwZ15BbWU3MDIzOTQzMjE@._V1_SX300.jpg,Concorde Pictures,R,29 Aug 1986,True,,95 min,,Born American,movie,N/A,"Renny Harlin, Markus Selin",1986,tt0091313,4.3,"1,511",,
0,"Jean-Claude Van Damme, Donald Gibb, Leah Ayres, Norman Burton",1 nomination.,N/A,USA,N/A,Newt Arnold,,"Action, Biography, Drama, Sport",6.8/10,English,29/100,29,"Follows Frank Dux, an American martial artist serving in the military, who decides to leave the army to compete in a martial arts tournament in Hong Kong where fights to the death can occur.",https://m.media-amazon.com/images/M/MV5BNTJmMGEzMTQtMzQzMi00YjE1LWI4MTctNjY0NWZiYzE2MDVhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,29 Apr 1988,True,40%,92 min,,Bloodsport,movie,N/A,"Sheldon Lettich (story), Sheldon Lettich (screenplay), Christopher Cosby (screenplay), Mel Friedman (screenplay)",1988,tt0092675,6.8,"73,172",,
0,"Faye Dunaway, Tommy Lee Jones, Brad Dourif, Rene Auberjonois",1 win & 2 nominations.,N/A,USA,28 Aug 2001,Irvin Kershner,,"Mystery, Thriller",6.2/10,English,49/100,49,A famous fashion photographer develops a disturbing ability to see through the eyes of a killer.,https://m.media-amazon.com/images/M/MV5BMDFhMzQ2ZmYtMWM3NC00ZWQ2LTkwOTAtZjcyYTBjZThkYmJmXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,Columbia Pictures Corporation,R,02 Aug 1978,True,50%,104 min,,Eyes of Laura Mars,movie,N/A,"John Carpenter (screenplay), David Zelag Goodman (screenplay), John Carpenter (story)",1978,tt0077530,6.2,"8,432",,
0,"Oliver Platt, Jerry Lewis, Lee Evans, Leslie Caron",8 wins.,N/A,"UK, USA",N/A,Peter Chelsom,,"Comedy, Drama",6.8/10,English,,N/A,An unsuccessful comedian uncovers a family secret and learns the true price of letting inherent talent shine.,https://m.media-amazon.com/images/M/MV5BODdjMTdhYWItMGFjZS00NzhkLWIwM2EtMGM3Zjk1ZGZlOTNlXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,N/A,R,31 Mar 1995,True,61%,128 min,,Funny Bones,movie,N/A,"Peter Chelsom, Peter Flannery",1995,tt0113133,6.8,"3,392",,
0,"Paul Muni, Luise Rainer, Walter Connolly, Tilly Losch",Won 2 Oscars. Another 2 wins & 3 nominations.,N/A,USA,N/A,"Sidney Franklin, Victor Fleming, Gustav Machatý, Sam Wood",,"Drama, Romance",7.5/10,English,,N/A,"Although married Chinese farmers Wang and O-Lan initially experience success, their lives are complicated by declining fortunes and lean times, as well as the arrival of the beautiful young Lotus.",https://m.media-amazon.com/images/M/MV5BNTM4NTczZWEtMTRhNi00YmRmLWE5ZDMtNjE2NGM0NDAwMjc2XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,N/A,Passed,06 Aug 1937,True,95%,138 min,,The Good Earth,movie,N/A,"Talbot Jennings (screen play), Tess Slesinger (screen play), Claudine West (screen play), Pearl S. Buck (based upon the novel by)",1937,tt0028944,7.5,"4,314",,
0,"Robin Williams, Forest Whitaker, Tom. T. Tran, Chintara Sukapatana",Nominated for 1 Oscar. Another 7 wins & 3 nominations.,N/A,USA,N/A,Barry Levinson,,"Biography, Comedy, Drama, War",7.3/10,English,67/100,67,"In 1965, an unorthodox and irreverent DJ named Adrian Cronauer begins to shake up things when he is assigned to the U.S. Armed Services radio station in Vietnam.",https://m.media-amazon.com/images/M/MV5BOWRhZGQ5ODQtMzUzNi00M2I4LThmZmUtYmQ0NDQzMTkxMWQ0XkEyXkFqcGdeQXVyMzI0NDc4ODY@._V1_SX300.jpg,N/A,R,15 Jan 1988,True,90%,121 min,,"Good Morning, Vietnam",movie,N/A,Mitch Markowitz,1987,tt0093105,7.3,"122,126",,
0,"Diane Keaton, Liam Neeson, Jason Robards, Ralph Bellamy",N/A,N/A,USA,04 Jun 2002,Leonard Nimoy,,"Drama, Romance",5.8/10,English,,N/A,A divorced mother may lose custody of her young daughter to her ex-husband after he learns that the little girl crawled into bed with the mother and her boyfriend.,https://m.media-amazon.com/images/M/MV5BMTdhMDliZTgtZjY5MS00ZTQwLTllNGUtNmNmMGJmZDkxNmY1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Touchstone Pictures,R,04 Nov 1988,True,50%,103 min,,The Good Mother,movie,N/A,"Michael Bortman (screenplay), Sue Miller (based upon the novel by)",1988,tt0095238,5.8,"1,439",,
0,"Jack Lemmon, Walter Matthau, Ann-Margret, Burgess Meredith",1 win & 1 nomination.,N/A,USA,N/A,Donald Petrie,,"Comedy, Drama, Romance",7.0/10,English,53/100,53,A lifelong feud between two neighbors since childhood only gets worse when a new female neighbor moves across the street.,https://m.media-amazon.com/images/M/MV5BMzNiYzQyNGEtYjFiOS00OTcyLTg5YzItMDQ2ZGRmZjE1N2Y4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,PG-13,25 Dec 1993,True,63%,103 min,,Grumpy Old Men,movie,N/A,Mark Steven Johnson,1993,tt0107050,7.0,"41,401",,
0,"Spencer Tracy, Sidney Poitier, Katharine Hepburn, Katharine Houghton",Won 2 Oscars. Another 9 wins & 24 nominations.,N/A,USA,N/A,Stanley Kramer,,"Comedy, Drama",7.8/10,English,63/100,63,A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.,https://m.media-amazon.com/images/M/MV5BZTVmMTk2NjUtNjVjNC00OTcwLWE4OWEtNzA4Mjk1ZmIwNDExXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,N/A,Not Rated,12 Dec 1967,True,73%,108 min,,Guess Who's Coming to Dinner,movie,N/A,William Rose,1967,tt0061735,7.8,"37,448",,
0,"Jet Li, Aaliyah, Isaiah Washington, Russell Wong",2 wins & 7 nominations.,N/A,USA,N/A,Andrzej Bartkowiak,,"Action, Crime, Thriller",6.1/10,"English, Chinese",52/100,52,An avenging cop seeks out his brother's killer and falls for the daughter of a businessman who is involved in a money-deal with his father.,https://m.media-amazon.com/images/M/MV5BMTI5Nzg1MjA5M15BMl5BanBnXkFtZTYwNzAxNzg2._V1_SX300.jpg,N/A,R,22 Mar 2000,True,32%,115 min,,Romeo Must Die,movie,N/A,"Mitchell Kapner (story), Eric Bernt (screenplay), John Jarrell (screenplay)",2000,tt0165929,6.1,"65,314",,
0,"Chris Klein, Leelee Sobieski, Josh Hartnett, Michael Rooker",2 nominations.,N/A,USA,09 Jan 2001,Mark Piznarski,,"Drama, Romance",5.2/10,English,25/100,25,A rich college kid is taught a lesson after a joy ride ends up destroying a country restaurant.,https://m.media-amazon.com/images/M/MV5BYmViZTk5YzUtMjQzZi00MGZkLWE1N2UtMzY3MDJmNjBiM2U1XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,Twentieth Century Fox Home Entertainment,PG-13,24 Mar 2000,True,17%,96 min,,Here on Earth,movie,N/A,Michael Seitzman,2000,tt0195778,5.2,"8,107",,
0,"Jodi Lyn O'Keefe, Shane West, Marla Sokoloff, Manu Intiraymi",3 nominations.,N/A,USA,N/A,David Raynr,,"Comedy, Drama, Romance",5.5/10,English,20/100,20,A modern-day remake of the Cyrano DeBergerac tale.,https://m.media-amazon.com/images/M/MV5BY2RhZWQyOTMtZjU1OC00YmYxLTg3MjUtNTU1ZDcyOTQ4ZDEwXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,N/A,PG-13,24 Mar 2000,True,16%,94 min,,Whatever It Takes,movie,N/A,Mark Schwahn,2000,tt0202402,5.5,"9,414",,
0,"Aidan Gillen, Emmanuelle Seigner, Susan Tyrrell, Mark Boone Junior",N/A,N/A,USA,N/A,Mark Hanlon,,"Drama, Thriller",6.4/10,English,36/100,36,An introvert relieves the tedium of caring for his invalid mother by spying on his neighbor.,https://m.media-amazon.com/images/M/MV5BOTA1MzcwZDMtMmYzNC00NzQ1LWJhMDMtYzViYjU0YjA0NDM5XkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_SX300.jpg,N/A,R,24 Mar 2000,True,63%,105 min,,Buddy Boy,movie,N/A,Mark Hanlon,1999,tt0146516,6.4,973,,
0,"Hossein Mahjoub, Mohsen Ramezani, Salameh Feyzi, Farahnaz Safari",10 wins & 11 nominations.,N/A,Iran,19 Sep 2000,Majid Majidi,,"Drama, Family",8.2/10,"Persian, Azerbaijani",80/100,80,"The story of Mohammed, a blind Iranian boy and his father, Hashem, who is always oscillating between accepting his son as he is and abandoning him, as he represents a burden for him, after the loss of his wife.",https://m.media-amazon.com/images/M/MV5BMTgyMTcwOTc0Nl5BMl5BanBnXkFtZTcwNjAyNTEzMQ@@._V1_SX300.jpg,Sony Pictures Classics,PG,07 Sep 2000,True,87%,90 min,,The Color of Paradise,movie,N/A,Majid Majidi,1999,tt0191043,8.2,"13,967",,
0,"Billy Crudup, Bill Haugland, Nelson Landrieu, Ivonne Coll",1 nomination.,N/A,"USA, Canada",N/A,Keith Gordon,,"Drama, Mystery, Romance, Thriller",6.5/10,English,59/100,59,"A congressional candidate questions his sanity after seeing the love of his life, presumed dead, suddenly emerge.",https://m.media-amazon.com/images/M/MV5BNDY1ODcyZmQtMjFlMC00MjNkLWExZDMtMGY5OGRhZWFlOTAwXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,N/A,R,24 Mar 2000,True,51%,105 min,,Waking the Dead,movie,N/A,"Scott Spencer (novel), Robert Dillon (screenplay)",2000,tt0127349,6.5,"6,621",,
0,"Rosa Rosanova, Rudolph Valentino, Nita Naldi, Leo White",N/A,N/A,USA,N/A,"Fred Niblo, Dorothy Arzner",,"Drama, Romance, Sport",6.4/10,N/A,,N/A,A toreador's familial and social life is threatened when he has an affair.,https://m.media-amazon.com/images/M/MV5BMTc2ODU2MzM2MF5BMl5BanBnXkFtZTgwNTU2MjcyMjE@._V1_SX300.jpg,N/A,Not Rated,05 Aug 1922,True,100%,80 min,,Blood and Sand,movie,N/A,"Vicente Blasco Ibáñez (from the novel by), Tom Cushing (and the play by), June Mathis (written for the screen by)",1922,tt0012952,6.4,"1,211",,
0,"Gabriel Byrne, Julian Sands, Natasha Richardson, Myriam Cyr",2 wins & 1 nomination.,N/A,UK,N/A,Ken Russell,,"Drama, Fantasy, Horror, Mystery",5.7/10,English,,N/A,The Shelleys visit Lord Byron and compete to write a horror story.,https://m.media-amazon.com/images/M/MV5BOGZlN2UwYmUtMmRmMy00NzY5LTgyYjItNTk5NjQwZWM3MzJkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,10 Apr 1987,True,50%,87 min,,Gothic,movie,N/A,"Lord Byron (story), Percy Bysshe Shelley (story), Stephen Volk (screenplay)",1986,tt0091142,5.7,"6,890",,
0,"Balthazar Getty, Chris Furrh, Danuel Pipoly, James Badge Dale",3 nominations.,N/A,USA,N/A,Harry Hook,,"Adventure, Drama, Thriller",6.4/10,English,49/100,49,"Stranded on an island, a group of schoolboys degenerate into savagery.",https://m.media-amazon.com/images/M/MV5BMDczN2I3NzItNjdlMS00YmNhLTkyODQtZGI1YWQ0NmViMTgwXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,N/A,R,16 Mar 1990,True,60%,90 min,,Lord of the Flies,movie,N/A,"William Golding (novel), Jay Presson Allen (screenplay)",1990,tt0100054,6.4,"27,071",,
