,Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Genre,Internet Movie Database,Language,Metacritic,Metascore,Plot,Poster,Production,Rated,Released,Response,Rotten Tomatoes,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
0,"Kerr Smith, Brendan Fehr, Izabella Miko, Johnathon Schaech",N/A,"$6,258,942",USA,25 Sep 2001,J.S. Cardone,,"Action, Horror, Thriller",5.3/10,English,35/100,35,A young man gets embroiled in a war against vampires.,https://m.media-amazon.com/images/M/MV5BOTRkMWQ4YTktMDIzMC00NWExLTg2MDEtOTMzY2M0NDY2NzBhXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,Screen Gems,R,27 Apr 2001,True,7%,90 min,,The Forsaken,movie,N/A,J.S. Cardone,2001,tt0245120,5.3,"8,197",,
0,"Matt Dillon, Mary Jo Smith, Michael Douglas, Paul Reiser",N/A,N/A,USA,N/A,Harald Zwart,,"Comedy, Crime",6.1/10,"English, Spanish",46/100,46,Every man has a different recollection of the beautiful young woman who wreaked havoc on their lives during one heated night.,https://m.media-amazon.com/images/M/MV5BZmE1OTg1ZmItNGMyOC00MzA5LTgyMWEtYmE0MzcwNjE3Y2MwXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,N/A,R,27 Apr 2001,True,33%,93 min,,One Night at McCool's,movie,N/A,Stan Seidel,2001,tt0203755,6.1,"27,996",,
0,"Warren Beatty, Nastassja Kinski, Diane Keaton, Goldie Hawn",1 win & 5 nominations.,N/A,USA,N/A,Peter Chelsom,,"Comedy, Romance",4.5/10,English,34/100,34,"Porter Stoddard is a well-known New York architect who is at a crossroads... a nexus where twists and turns lead to myriad missteps, some with his wife Ellie, others with longtime friends ...",https://m.media-amazon.com/images/M/MV5BMTkzODc4NjAwOV5BMl5BanBnXkFtZTYwNjIxNjk2._V1_SX300.jpg,N/A,R,27 Apr 2001,True,13%,104 min,,Town & Country,movie,N/A,"Michael Laughlin, Buck Henry",2001,tt0141907,4.5,"4,584",,
0,"Patton Oswalt, Ian Holm, Lou Romano, Brian Dennehy",Won 1 Oscar. Another 66 wins & 42 nominations.,N/A,USA,N/A,"Brad Bird, Jan Pinkava(co-director)",,"Animation, Adventure, Comedy, Drama, Family, Fantasy",8.0/10,"English, French",96/100,96,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.,https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_SX300.jpg,N/A,G,29 Jun 2007,True,96%,111 min,,Ratatouille,movie,N/A,"Brad Bird (screenwriter), Jan Pinkava (original story by), Jim Capobianco (original story by), Brad Bird (original story by), Emily Cook (additional story material)",2007,tt0382932,8.0,"616,841",,
0,"Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo",6 wins & 18 nominations.,N/A,USA,N/A,Stephen Sommers,,"Action, Adventure, Fantasy, Thriller",6.3/10,"English, Arabic",48/100,48,"The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror.",https://m.media-amazon.com/images/M/MV5BMjE2NzU1NTk2MV5BMl5BanBnXkFtZTgwMjIwMzcxMTE@._V1_SX300.jpg,N/A,PG-13,04 May 2001,True,47%,130 min,,The Mummy Returns,movie,N/A,Stephen Sommers,2001,tt0209163,6.3,"293,438",,
0,"Kôji Yakusho, Aoi Miyazaki, Masaru Miyazaki, Yôichirô Saitô",5 wins & 2 nominations.,N/A,"Japan, France",N/A,Shinji Aoyama,,Drama,7.8/10,Japanese,78/100,78,The traumatized survivors of a murderous bus hijacking come together and take a road trip to attempt to overcome their damaged selves. Meanwhile a serial killer is on the loose.,https://m.media-amazon.com/images/M/MV5BMTU3MTg4OTIwOF5BMl5BanBnXkFtZTYwNzUxNzg4._V1_SX300.jpg,N/A,N/A,29 Nov 2000,True,91%,217 min,,Eureka,movie,N/A,Shinji Aoyama,2000,tt0243889,7.8,"3,191",,
0,"Denis Lavant, Chulpan Khamatova, Philippe Clay, Terrence Gillespie",24 wins & 11 nominations.,N/A,Germany,N/A,Veit Helmer,,"Comedy, Drama, Romance",7.4/10,None,58/100,58,"In a desolate and colorless landscape stands a dilapidated bathhouse run by a puffed-up blind man, his long-suffering wife, and their son Anton, who does all the work. He's lonely and ...",https://m.media-amazon.com/images/M/MV5BMjEwMTY5NzMzMF5BMl5BanBnXkFtZTcwMzg5NjUxMQ@@._V1_SX300.jpg,N/A,Not Rated,22 Jun 2000,True,73%,101 min,,Tuvalu,movie,N/A,"Michaela Beck (screenplay), Veit Helmer (screenplay), Lyudmila Merdzhanska (screenplay)",1999,tt0162023,7.4,"2,514",,
0,"Charlotte Rampling, Bruno Cremer, Jacques Nolot, Alexandra Stewart",1 win & 11 nominations.,N/A,"France, Japan",11 Dec 2001,François Ozon,,"Drama, Mystery",7.1/10,"French, English",86/100,86,"When her husband goes missing at the beach, a female professor begins to mentally disintegrate as her denial of his disappearance becomes delusional.",https://m.media-amazon.com/images/M/MV5BMjAwMTI5OTg3Nl5BMl5BanBnXkFtZTcwNTY3OTUxMQ@@._V1_SX300.jpg,Winstar Cinema,Unrated,04 May 2001,True,94%,92 min,,Under the Sand,movie,N/A,"François Ozon (scenario and dialogue), Emmanuèle Bernheim (collaboration), Marina de Van (collaboration), Marcia Romano (collaboration)",2000,tt0240913,7.1,"8,001",,
0,"Elizabeth Taylor, Richard Burton, Rex Harrison, Pamela Brown",Won 4 Oscars. Another 2 wins & 13 nominations.,N/A,"Switzerland, UK, USA",N/A,Joseph L. Mankiewicz,,"Biography, Drama, History, Romance",7.0/10,English,60/100,60,Queen Cleopatra VII of Egypt experiences both triumph and tragedy as she attempts to resist the imperial ambitions of Rome.,https://m.media-amazon.com/images/M/MV5BY2YyOGFlZWItY2M5OC00NzJhLWJmNDgtZTVjNzIzMDI3YjgyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,G,31 Jul 1963,True,62%,192 min,,Cleopatra,movie,N/A,"Joseph L. Mankiewicz (screenplay), Ranald MacDougall (screenplay), Sidney Buchman (screenplay), Plutarch (histories), Suetonius (histories), Appian (histories), Carlo Maria Franzero (book)",1963,tt0056937,7.0,"28,031",,
0,"Ken Marshall, Lysette Anthony, Freddie Jones, Francesca Annis",1 win & 5 nominations.,N/A,UK,N/A,Peter Yates,,"Action, Adventure, Fantasy, Sci-Fi",6.1/10,English,45/100,45,A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet.,https://m.media-amazon.com/images/M/MV5BMDAwM2MyNmMtYTljMi00ZDJiLWJmOTktYjMzNGE3OGZiNTc2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,N/A,PG,29 Jul 1983,True,,121 min,,Krull,movie,N/A,Stanford Sherman,1983,tt0085811,6.1,"29,244",,
0,"Albert Brooks, Julie Hagerty, Sylvia Farrel, Tina Kincaid",1 win & 1 nomination.,N/A,USA,03 Apr 2001,Albert Brooks,,Comedy,7.0/10,English,78/100,78,"A husband and wife in their 30s decide to quit their jobs, live as free spirits and cruise America in a Winnebago.",https://m.media-amazon.com/images/M/MV5BNjU4ZTQ5NjktZGFlYy00NTFkLTkwZTItZjE1NDgwMmYwZjljXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Warner Bros. Pictures,R,08 Feb 1985,True,97%,91 min,,Lost in America,movie,N/A,"Albert Brooks, Monica Mcgowan Johnson",1985,tt0089504,7.0,"7,015",,
0,"Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Arliss Howard",Nominated for 1 Oscar. Another 4 wins & 27 nominations.,N/A,USA,N/A,Steven Spielberg,,"Action, Adventure, Sci-Fi",6.6/10,"English, Spanish",59/100,59,"A research team is sent to the Jurassic Park Site B island to study the dinosaurs there, while an InGen team approaches with another agenda.",https://m.media-amazon.com/images/M/MV5BMDFlMmM4Y2QtNDg1ZS00MWVlLTlmODgtZDdhYjY5YjdhN2M0XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,N/A,PG-13,23 May 1997,True,51%,129 min,,The Lost World: Jurassic Park,movie,N/A,"Michael Crichton (novel), David Koepp (screenplay)",1997,tt0119567,6.6,"366,271",,
0,"Adolf Hitler, Max Amann, Martin Bormann, Walter Buch",1 win & 1 nomination.,N/A,Germany,N/A,Leni Riefenstahl,,"Documentary, History, War",7.3/10,German,,N/A,"The infamous propaganda film of the 1934 Nazi Party rally in Nuremberg, Germany.",https://m.media-amazon.com/images/M/MV5BZTIzNGE3MTYtYjIyNy00MTM2LTg3MDItOWNjYWNkNDNlMjM1XkEyXkFqcGdeQXVyNDI3NzQxODA@._V1_SX300.jpg,N/A,Not Rated,28 Mar 1935,True,87%,110 min,,Triumph of the Will,movie,N/A,"Leni Riefenstahl, Walter Ruttmann, Eberhard Taubert",1935,tt0025913,7.3,"14,435",,
0,"James Woods, Robert Downey Jr., Margaret Colin, Yuji Okumoto",1 win & 1 nomination.,N/A,USA,N/A,Joseph Ruben,,"Crime, Drama",6.7/10,English,,N/A,"A cynical former civil liberties attorney now reduced to ""specializing"" in defending drug dealers becomes transformed by an eight-year-old murder case.",https://m.media-amazon.com/images/M/MV5BZjA1ZDI5ZTQtMjBkZC00ZTc0LThlODEtY2VmNzE0YTBlZmRkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,R,17 Feb 1989,True,95%,108 min,,True Believer,movie,N/A,Wesley Strick,1989,tt0098524,6.7,"4,196",,
0,"Robin Williams, Mary Beth Hurt, Glenn Close, John Lithgow",Nominated for 2 Oscars. Another 5 wins & 4 nominations.,N/A,USA,N/A,George Roy Hill,,"Comedy, Drama",7.2/10,English,63/100,63,"A struggling young writer finds his life and work dominated by his unfaithful wife and his radical feminist mother, whose best-selling manifesto turns her into a cultural icon.",https://m.media-amazon.com/images/M/MV5BMTk4MzQ3NTQzOV5BMl5BanBnXkFtZTgwNDE0ODg4MDE@._V1_SX300.jpg,N/A,R,13 Aug 1982,True,76%,136 min,,The World According to Garp,movie,N/A,"John Irving (novel), Steve Tesich (screenplay)",1982,tt0084917,7.2,"24,243",,
0,"Abbie Cornish, Heath Ledger, Geoffrey Rush, Tom Budge",6 wins & 17 nominations.,N/A,Australia,N/A,Neil Armfield,,"Drama, Romance",7.3/10,English,57/100,57,"A poet falls in love with an art student who gravitates to his bohemian lifestyle -- and his love of heroin. Hooked as much on one another as they are on the drug, their relationship alternates between states of oblivion, self-destruction, and despair.",https://m.media-amazon.com/images/M/MV5BNTgwNzliODYtOWI2Yy00OTFhLWExZjgtNTdjNjMzOTAyN2JmXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,N/A,R,25 May 2006,True,48%,108 min,,Candy,movie,N/A,"Luke Davies (novel), Neil Armfield (screenplay), Luke Davies (screenplay)",2006,tt0424880,7.3,"42,125",,
0,"Martin Potter, Hiram Keller, Max Born, Salvo Randone",Nominated for 1 Oscar. Another 5 wins & 7 nominations.,N/A,"Italy, France",10 Apr 2001,Federico Fellini,,"Drama, Fantasy, History",6.9/10,"Italian, Latin",,N/A,A series of disjointed mythical tales set in first century Rome.,https://m.media-amazon.com/images/M/MV5BOWNiNGZkNDctYjhlMC00NDRkLTk2MjQtODZmNmQ5MWNmOWZkXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg,United Artists,R,11 Mar 1970,True,77%,129 min,,Fellini Satyricon,movie,N/A,"Petronius (book), Federico Fellini (adaptation), Bernardino Zapponi (adaptation), Brunello Rondi (additional screenplay)",1969,tt0064940,6.9,"14,335",,
0,"Peter Gonzales Falcon, Fiona Florence, Britta Barnes, Pia De Doses",Nominated for 1 Golden Globe. Another 3 wins & 2 nominations.,N/A,"Italy, France",10 Apr 2001,Federico Fellini,,"Comedy, Drama",7.4/10,"Italian, German, English, French, Latin, Spanish",,N/A,"A fluid, unconnected and sometimes chaotic procession of scenes detailing the various people and events of life in Italy's capital, most of it based on director Federico Fellini's life.",https://m.media-amazon.com/images/M/MV5BZTk5ZjBjZWQtYmYwYS00ZWY2LWE4MDktOTkzZjg0MzY1OTE4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,Italnoleggio,R,15 Oct 1972,True,71%,120 min,,Roma,movie,N/A,"Federico Fellini (story), Bernardino Zapponi (story), Federico Fellini (screenplay), Bernardino Zapponi (screenplay)",1972,tt0069191,7.4,"11,124",,
0,"Al Pacino, Michelle Pfeiffer, Hector Elizondo, Nathan Lane",Nominated for 1 Golden Globe. Another 4 wins & 1 nomination.,N/A,USA,N/A,Garry Marshall,,"Comedy, Drama, Romance",6.8/10,English,66/100,66,"Johnny has just been released from prison, and gets a job in a café beside waitress Frankie. Frankie is a bit of a loner, but Johnny is determined their romance will blossom.",https://m.media-amazon.com/images/M/MV5BMzA4Y2QyODMtNzBiYi00OGYwLTkxZjQtNjZmZGI3ZTc4NTk0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,N/A,R,11 Oct 1991,True,66%,118 min,,Frankie and Johnny,movie,N/A,"Terrence McNally (play), Terrence McNally (screenplay)",1991,tt0101912,6.8,"27,980",,
0,"Al Pacino, Michelle Pfeiffer, Hector Elizondo, Nathan Lane",Nominated for 1 Golden Globe. Another 4 wins & 1 nomination.,N/A,USA,N/A,Garry Marshall,,"Comedy, Drama, Romance",6.8/10,English,66/100,66,"Johnny has just been released from prison, and gets a job in a café beside waitress Frankie. Frankie is a bit of a loner, but Johnny is determined their romance will blossom.",https://m.media-amazon.com/images/M/MV5BMzA4Y2QyODMtNzBiYi00OGYwLTkxZjQtNjZmZGI3ZTc4NTk0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,N/A,R,11 Oct 1991,True,66%,118 min,,Frankie and Johnny,movie,N/A,"Terrence McNally (play), Terrence McNally (screenplay)",1991,tt0101912,6.8,"27,980",,
0,"Kathy Bates, Edward Furlong, Clarissa Lassig, Sarah Schaub",1 win & 3 nominations.,N/A,USA,22 May 2001,Tony Bill,,"Biography, Drama",7.1/10,English,,N/A,The story begins in Los Angeles when Frances Lacey (Kathy Bates) takes her six children and drives north to find a home of their own away from the bad influences of the big city.,https://m.media-amazon.com/images/M/MV5BMTMxYTllZTAtOTM0MS00ZTg2LTk3ZDUtOTRmMTkzOTQzYzMxXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,PolyGram Video,PG,05 Nov 1993,True,50%,104 min,,A Home of Our Own,movie,N/A,Patrick Sheane Duncan,1993,tt0107130,7.1,"2,813",,
0,"William Holden, Audrey Hepburn, Grégoire Aslan, Raymond Bussières",N/A,N/A,USA,N/A,Richard Quine,,"Comedy, Romance",6.4/10,"English, French",,N/A,The sprightly young assistant of a Hollywood screenwriter helps him over his writer's block by acting out his fantasies of possible plots.,https://m.media-amazon.com/images/M/MV5BYjk2MzY1M2EtNjg3NS00OWFiLWFiY2EtMjI3ZTk0NDRiMjczXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,N/A,Approved,08 Apr 1964,True,50%,110 min,,Paris When It Sizzles,movie,N/A,"Julien Duvivier (story ""La fête à Henriette""), Henri Jeanson (story ""La fête à Henriette""), George Axelrod (screenplay)",1964,tt0058453,6.4,"7,346",,
0,"Guillaume Depardieu, Yekaterina Golubeva, Catherine Deneuve, Delphine Chuillot",2 wins & 2 nominations.,N/A,"France, Switzerland, Germany, Japan",N/A,Leos Carax,,"Drama, Romance",5.8/10,French,65/100,65,A young writer becomes intrigued with a mysterious dark-haired woman who claims to be his long-lost sister and he begin an unusual relationship with her prompting a downward spiral involving his domineering mother and lovely fiancée,https://m.media-amazon.com/images/M/MV5BZDZhNTY4MzgtNzU0My00YjM3LTg2MzMtMTFiZjAyOGVmNWI0XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,N/A,Not Rated,09 Oct 1999,True,76%,134 min,,Pola X,movie,N/A,"Leos Carax, Jean-Pol Fargeau, Herman Melville (novel), Lauren Sedofsky",1999,tt0152015,5.8,"4,277",,
0,"Marcello Mastroianni, Anna Prucnal, Bernice Stegers, Jole Silvani",6 wins.,N/A,"Italy, France",N/A,Federico Fellini,,"Comedy, Drama, Fantasy",7.0/10,Italian,,N/A,A businessman finds himself trapped at a hotel and threatened by women en masse.,https://m.media-amazon.com/images/M/MV5BNDM0ZjA3NmYtMGUxMy00NmJiLTg3ZDktOTZkYTZiN2U4NmFmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,N/A,R,08 Apr 1981,True,71%,139 min,,City of Women,movie,N/A,"Federico Fellini (story), Bernardino Zapponi (story), Federico Fellini (screenplay), Bernardino Zapponi (screenplay), Brunello Rondi (screenplay collaborator)",1980,tt0080539,7.0,"5,904",,
0,"Andrew Garfield, Peter Mullan, Siobhan Finneran, Alfie Owen",13 wins & 11 nominations.,N/A,UK,N/A,John Crowley,,Drama,7.6/10,English,75/100,75,"The story of a young Jack, newly released from serving a prison sentence for a violent crime he committed as a child.",https://m.media-amazon.com/images/M/MV5BMTUyMjY2NDU2Ml5BMl5BanBnXkFtZTcwMDU2MjM3MQ@@._V1_SX300.jpg,N/A,R,04 Sep 2008,True,88%,102 min,,Boy A,movie,N/A,"Jonathan Trigell (novel), Mark O'Rowe (screenplay)",2007,tt1078188,7.6,"36,244",,
0,"Jane Fonda, Lily Tomlin, Dolly Parton, Dabney Coleman",Nominated for 1 Oscar. Another 3 wins & 6 nominations.,N/A,USA,N/A,Colin Higgins,,Comedy,6.8/10,"English, French",58/100,58,"Three female employees of a sexist, egotistical, lying, hypocritical bigot find a way to turn the tables on him.",https://m.media-amazon.com/images/M/MV5BZmVkMDZhZmUtNmIxMy00YzY0LTg0NTUtYmViODJmMjU4ZDNjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,N/A,PG,19 Dec 1980,True,82%,109 min,,9 to 5,movie,N/A,"Patricia Resnick (story), Colin Higgins (screenplay), Patricia Resnick (screenplay)",1980,tt0080319,6.8,"26,366",,
0,"Sally Field, Beau Bridges, Ron Leibman, Pat Hingle",Won 2 Oscars. Another 10 wins & 6 nominations.,N/A,USA,17 Apr 2001,Martin Ritt,,Drama,7.3/10,English,61/100,61,A young single mother and textile worker agrees to help unionize her mill despite the problems and dangers involved.,https://m.media-amazon.com/images/M/MV5BYjk0NDRjMzctNjkwMS00ODYwLWFkZDEtYjFjODE3ZTk3OGY5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,20th Century Fox Film Corporat,PG,02 Mar 1979,True,89%,114 min,,Norma Rae,movie,N/A,"Irving Ravetch (screenplay), Harriet Frank Jr. (screenplay)",1979,tt0079638,7.3,"9,880",,
0,"John Candy, Karen Austin, Kerri Green, Joey Lawrence",3 nominations.,N/A,USA,N/A,Carl Reiner,,Comedy,6.3/10,"English, Spanish",38/100,38,An overworked air-traffic controller takes his family on a beach vacation but is soon beset by series of mishaps.,https://m.media-amazon.com/images/M/MV5BODkxMjUzYzEtNjA0My00M2Q4LWE0NzEtMDIxYTdhM2Y3ZDgzL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,PG,09 Aug 1985,True,18%,87 min,,Summer Rental,movie,N/A,"Jeremy Stevens, Mark Reisman",1985,tt0090098,6.3,"13,041",,
0,"Peter Lind Hayes, Mary Healy, Hans Conried, Tommy Rettig",N/A,N/A,USA,24 Apr 2001,Roy Rowland,,"Family, Fantasy, Music, Romance",6.8/10,English,,N/A,"A young boy travels to an imaginary world where, assisted by his family's plumber, he must save other piano playing kids like himself from the dungeons of his dictatorial piano teacher who also mind-controls his mother.",https://m.media-amazon.com/images/M/MV5BNDU0YjRmODEtODc2Zi00MTU5LTlhOGUtNjIwNWFmNDUxZDQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_SX300.jpg,Sony Pictures Entertainment,G,01 Jul 1953,True,81%,89 min,,"The 5,000 Fingers of Dr. T.",movie,N/A,"Dr. Seuss (screenplay), Allan Scott (screenplay), Dr. Seuss (story and conception)",1953,tt0045464,6.8,"3,624",,
0,"Dennis Hopper, Jodie Foster, Dean Stockwell, Vincent Price",N/A,N/A,USA,15 Mar 2005,Dennis Hopper,,"Action, Comedy, Crime, Drama, Romance, Thriller",5.4/10,English,,N/A,"A witness to a mob assassination flees for her life from town to town, switching identities, but cannot seem to elude Milo, the chief killer out to get her.",https://m.media-amazon.com/images/M/MV5BZWRmOGQxODgtNmRhYy00NzczLThlZTEtNWY1YTAwYmNmMGYyXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,Vestron Video,R,03 Apr 1990,True,50%,116 min,,Catchfire,movie,N/A,"Rachel Kronstadt Mann (story), Rachel Kronstadt Mann (screenplay), Ann Louise Bardach (screenplay)",1990,tt0096875,5.4,"3,202",,
0,"Ali MacGraw, Ryan O'Neal, John Marley, Ray Milland",Won 1 Oscar. Another 9 wins & 16 nominations.,N/A,USA,N/A,Arthur Hiller,,"Drama, Romance",6.9/10,English,84/100,84,A boy and a girl from different backgrounds fall in love regardless of their upbringing - and then tragedy strikes.,https://m.media-amazon.com/images/M/MV5BZmFjYWU1MGQtM2FiMi00YjA3LWIwYjUtZDdhYWEyOWFhZGE0XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,N/A,PG,16 Dec 1970,True,67%,100 min,,Love Story,movie,N/A,Erich Segal,1970,tt0066011,6.9,"28,998",,
0,"Pelle Hvenegaard, Max von Sydow, Erik Paaske, Björn Granath",Won 1 Oscar. Another 21 wins & 8 nominations.,N/A,"Denmark, Sweden",N/A,Bille August,,Drama,7.8/10,"Scanian, Danish, Swedish, Finnish",,N/A,"When his wife dies, Lassefar (Max von Sydow) takes his 12-year-old son, Pelle (Pelle Hvenegaard), from their home in Sweden to Denmark in search of a better life. Signing on as laborers at ...",https://m.media-amazon.com/images/M/MV5BMTA2ZjQ4MTMtNjU0NC00YzI4LTk3MzgtNGQ5YjZkNmEzOTBjXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg,N/A,PG-13,21 Dec 1988,True,88%,157 min,,Pelle the Conqueror,movie,N/A,"Martin Andersen Nexø (novel), Bille August (screenplay), Per Olov Enquist (in collaboration with), Bjarne Reuter (in collaboration with)",1987,tt0093713,7.8,"9,754",,
0,"Jean Servais, Carl Möhner, Robert Manuel, Janine Darcey",6 wins & 1 nomination.,"$57,226",France,24 Apr 2001,Jules Dassin,,"Crime, Thriller",8.2/10,"French, Italian, English",97/100,97,"Four men plan a technically perfect crime, but the human element intervenes...",https://m.media-amazon.com/images/M/MV5BNjZmZGRiMDgtNDkwNi00OTZhLWFhZmMtYTdkYjgyNThhOWY3XkEyXkFqcGdeQXVyMTA1NTM1NDI2._V1_SX300.jpg,Rialto Pictures,Not Rated,05 Jun 1956,True,92%,118 min,,Rififi,movie,N/A,"Auguste Le Breton (novel), Jules Dassin (adaptation), René Wheeler (collaboration), Auguste Le Breton (collaboration), Auguste Le Breton (dialogue)",1955,tt0048021,8.2,"24,042",,
0,"Heath Ledger, Rufus Sewell, Shannyn Sossamon, Paul Bettany",4 wins & 10 nominations.,N/A,USA,N/A,Brian Helgeland,,"Action, Adventure, Romance",6.9/10,"English, French",56/100,56,"After his master dies, a peasant squire, fueled by his desire for food and glory, creates a new identity for himself as a knight.",https://m.media-amazon.com/images/M/MV5BMTE5OTE4OTE2Nl5BMl5BanBnXkFtZTYwMDkzMTQ3._V1_SX300.jpg,N/A,PG-13,11 May 2001,True,58%,132 min,,A Knight's Tale,movie,N/A,Brian Helgeland,2001,tt0183790,6.9,"164,640",,
0,"Pilar Padilla, Adrien Brody, Elpidia Carrillo, Jack McGee",5 wins & 10 nominations.,N/A,"UK, France, Germany, Spain, Italy, Switzerland",N/A,Ken Loach,,Drama,7.1/10,"English, Spanish",57/100,57,"Two Latina sisters work as cleaners in a downtown office building, and fight for the right to unionize.",https://m.media-amazon.com/images/M/MV5BYjk1MDU1NjQtNGYyNS00NWU1LThlZDYtMTNkZDFkOWM1M2M5XkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,N/A,R,25 Oct 2000,True,67%,110 min,,Bread and Roses,movie,N/A,Paul Laverty (screenplay),2000,tt0212826,7.1,"5,011",,
0,"Arturo O'Farrill, Rolando Guerrero, Joe Gonzales, Jim Seeley",4 wins & 4 nominations.,N/A,"Spain, France, Italy, Mexico, Belgium",N/A,Fernando Trueba,,"Documentary, Music",7.5/10,"French, Spanish, English",84/100,84,A film featuring performances of several stars of the Latin Jazz music scene.,https://m.media-amazon.com/images/M/MV5BMTIzMjUyNTQ5MF5BMl5BanBnXkFtZTcwNDE1NTAzMQ@@._V1_SX300.jpg,N/A,G,06 Oct 2000,True,87%,105 min,,Calle 54,movie,N/A,Fernando Trueba,2000,tt0260775,7.5,722,,
0,"Miles Anderson, Romane Bohringer, David Bradley, David Calder",3 wins & 3 nominations.,N/A,"Denmark, Sweden, USA",N/A,Kristian Levring,,Drama,6.4/10,"English, French",52/100,52,"When a bus breaks down in the desert, the passengers decide to stage ""King Lear.""",https://m.media-amazon.com/images/M/MV5BMTI0MDI4NzA0OV5BMl5BanBnXkFtZTcwMzk3NDEyMQ@@._V1_SX300.jpg,N/A,R,11 May 2001,True,60%,110 min,,The King Is Alive,movie,N/A,"William Shakespeare (with: inspiration from ""King Lear""), Kristian Levring, Anders Thomas Jensen",2000,tt0208911,6.4,"1,780",,
0,"Olivia Newton-John, Kirk Geiger, Sarah Hunley, Newell Alexander",10 wins.,N/A,USA,18 Mar 2003,Del Shores,,"Comedy, Romance",6.8/10,English,47/100,47,"As three generations of a family in a small Texas town gather for a funeral, we learn the hilarious, sad, trashy truth of their ""Sordid Lives.""",https://m.media-amazon.com/images/M/MV5BZDAwZjJhMWYtMjFiNi00OTExLWJiNzctM2VjMWE2ZjRkNzliXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,Regent Entertainment,R,11 May 2001,True,37%,111 min,,Sordid Lives,movie,N/A,"Del Shores (play), Del Shores (screenplay)",2000,tt0204640,6.8,"2,766",,
0,"Kaleil Isaza Tuzman, Tom Herman, Kenneth Austin, Tricia Burke",10 wins & 6 nominations.,N/A,USA,N/A,"Chris Hegedus, Jehane Noujaim",,Documentary,7.0/10,English,75/100,75,Traces the birth and failure of new media company govWorks.com.,https://m.media-amazon.com/images/M/MV5BMjAyODgwNDk0MF5BMl5BanBnXkFtZTcwMjcwMjIyMQ@@._V1_SX300.jpg,N/A,R,01 Jun 2001,True,93%,107 min,,Startup.com,movie,N/A,N/A,2001,tt0256408,7.0,"3,205",,
0,"Jennifer Lopez, Jim Caviezel, Jeremy Sisto, Terrence Howard",3 wins & 5 nominations.,N/A,USA,26 Oct 2004,Luis Mandoki,,"Drama, Romance",5.6/10,English,39/100,39,"A mysterious man is drawn to a feisty female police officer and a unusual relationship ensues, as not everything is as it seems.",https://m.media-amazon.com/images/M/MV5BNDQwNzI2OTY2Ml5BMl5BanBnXkFtZTYwOTI3ODc5._V1_SX300.jpg,Bandai,R,18 May 2001,True,,102 min,,Angel Eyes,movie,N/A,Gerald Di Pego,2001,tt0225071,5.6,"22,024",,
