0,Title,Year,Rated,Runtime,Writer,Plot,Language,imdbRating,imdbVotes,imdbID,Rotten Tomatoes,Metacritic,Series,Released_season,Released_month,Released_day,PG_Rating,Available_languages,Oscars_won,Oscars_nominated,Golden_globe_won,Golden_globe_nominated,Unnamed: 0,0
tt0014341,Our Hospitality,1923.0,Not Rated,65.0,"Jean C. Havez (story), Clyde Bruckman (story), Joseph A. Mitchell (story)","A man returns to his Appalachian homestead. On the trip, he falls for a young woman. The only problem is her family has vowed to kill every member of his family.",['English'],7.8,9564.0,tt0014341,9.6,,0.0,4.0,11.0,19.0,,1.0,0.0,0.0,0.0,0.0,,
tt0085387,D.C. Cab,1983.0,R,100.0,"Topper Carew (story), Joel Schumacher (story), Joel Schumacher","The misadventures of a group of unfortunate but street-wise cabbies working for a Washington, D.C. decrepit taxicab company.",['English'],5.6,4195.0,tt0085387,1.7,4.6,0.0,1.0,12.0,16.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0312848,Journeys with George,2002.0,,79.0,Alexandra Pelosi,A documentary about George W. Bush's 2000 campaign for the White House.,['English'],6.9,596.0,tt0312848,8.2,4.8,0.0,2.0,3.0,14.0,,1.0,0.0,0.0,0.0,0.0,,
tt0060748,Nevada Smith,1966.0,Not Rated,128.0,"Harold Robbins (based on the character in ""The Carpetbaggers"" created by), John Michael Hayes (screen story), John Michael Hayes (screenplay)",A half American Indian and half white teenager evolves into a hardened killer as he tracks down his parents' murderers.,['English'],6.9,7198.0,tt0060748,5.0,,0.0,3.0,7.0,23.0,,1.0,0.0,0.0,0.0,0.0,,
tt0091637,No Mercy,1986.0,R,106.0,James Carabatsos,"A Chicago detective, seeking to avenge his partner's death, travels to New Orleans, where he unexpectedly becomes involved in a cat and mouse game of survival.","['English', ' French']",5.7,6536.0,tt0091637,2.1,5.4,0.0,1.0,12.0,19.0,3.0,2.0,0.0,0.0,0.0,0.0,,
tt0088814,The Black Cauldron,1985.0,PG,80.0,"Lloyd Alexander (novel), David Jonas (story), Vance Gerry (story), Ted Berman (story), Richard Rich (story), Al Wilson (story), Roy Morita (story), Peter Young (story), Art Stevens (story), Joe Hale (story), Rosemary Anne Sisson (additional dialogue), Roy Edward Disney (additional dialogue), Tony Marino (additional story contributions), Steve Hulett (additional story contributions), Mel Shaw (additional story contributions), Burny Mattinson (additional story contributions), John Musker (additional story contributions), Ron Clements (additional story contributions), Doug Lefler (additional story contributions)",A young boy and a bunch of misfit friends embark on a quest to find a dark magic item of ultimate power before a diabolical tyrant can.,"['English', ' Portuguese']",6.4,29877.0,tt0088814,5.5,5.9,0.0,3.0,7.0,24.0,1.0,2.0,0.0,0.0,0.0,0.0,,
tt0051994,A Night to Remember,1958.0,Not Rated,123.0,"Walter Lord (from the book by), Eric Ambler (screenplay)","On its maiden voyage in April 1912, the supposedly unsinkable RMS Titanic hits an iceberg in the Atlantic Ocean.","['English', ' Russian', ' Polish', ' German', ' Italian']",7.9,13027.0,tt0051994,10.0,,0.0,1.0,12.0,16.0,,5.0,0.0,0.0,1.0,0.0,,
tt0087175,Dreamscape,1984.0,PG-13,99.0,"David Loughery (story), David Loughery (screenplay), Chuck Russell (screenplay), Joseph Ruben (screenplay)",A young psychic on the run from himself is recruited by a government agency experimenting with the use of the dream-sharing technology and is given the inverse task of planting an idea into the mind of the U.S. president.,['English'],6.3,13161.0,tt0087175,7.7,6.3,0.0,3.0,8.0,17.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0286179,Sunshine State,2002.0,PG-13,141.0,John Sayles,"A woman and her new husband returns to her hometown roots in coastal northern Florida, and must deal with family, business, and encroaching real estate development.",['English'],6.8,3756.0,tt0286179,8.0,6.9,0.0,3.0,7.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0091993,SpaceCamp,1986.0,PG,107.0,"Clifford Green (screenplay), Casey T. Mitchell (screenplay), Patrick Bailey (story), Larry B. Williams (story)",The young attendees of a space camp find themselves in space for real when their shuttle is accidentally launched into orbit.,['English'],5.7,12634.0,tt0091993,4.5,4.0,0.0,3.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,,
tt0338512,Two Brothers,2004.0,PG,109.0,"Alain Godard (scenario), Jean-Jacques Annaud (scenario), Jean-Jacques Annaud (original idea), Julian Fellowes (english dialogue)","Two tigers are separated as cubs and taken into captivity, only to be reunited years later as enemies by an explorer who inadvertently forces them to fight each other.","['English', ' Thai', ' French']",7.1,13924.0,tt0338512,7.8,6.3,0.0,3.0,6.0,25.0,1.0,3.0,0.0,0.0,0.0,0.0,,
tt0105616,Tom and Jerry: The Movie,1992.0,G,84.0,"Dennis Marks (screenplay), William Hanna (creator: Tom and Jerry), Joseph Barbera (creator: Tom and Jerry)",Cat and mouse duo Tom and Jerry reluctantly work together to save a young girl from her evil aunt.,['English'],5.4,9083.0,tt0105616,1.4,,0.0,3.0,7.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,,
tt0119054,Eight Days a Week,1997.0,R,92.0,Michael Davis,"Peter loves his next door neighbour Erica and, on the advice of his grandfather, decides to camp out on her front lawn for the entire summer, or until she agrees to go out with him. His ...",['English'],6.3,2843.0,tt0119054,2.2,,0.0,1.0,2.0,26.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0092076,The Texas Chainsaw Massacre 2,1986.0,Unrated,101.0,"L.M. Kit Carson, Tobe Hooper (film ""The Texas Chainsaw Massacre"")",A radio host is victimized by the cannibal family as a former Texas Marshall hunts them.,['English'],5.6,26407.0,tt0092076,4.8,4.2,0.0,3.0,8.0,22.0,,1.0,0.0,0.0,0.0,0.0,,
tt0046487,Monsieur Hulot's Holiday,1953.0,Not Rated,83.0,"Pierre Aubert (with the collaboration of), Jacques Lagrange (with the collaboration of), Henri Marquet (dialogue), Henri Marquet (screenplay), Henri Marquet (story), Jacques Tati (dialogue), Jacques Tati (screenplay), Jacques Tati (story)","Monsieur Hulot comes to a beachside hotel for a vacation and accidentally, but good-naturedly, causes havoc.","['French', ' English', ' German']",7.5,15676.0,tt0046487,10.0,,0.0,3.0,6.0,16.0,,3.0,0.0,1.0,0.0,0.0,,
tt0091278,Iron Eagle,1986.0,PG-13,117.0,"Kevin Alyn Elders, Sidney J. Furie","A young pilot plans a rescue mission when his father, an Air Force Colonel, is shot down over enemy territory and captured.",['English'],5.5,12969.0,tt0091278,2.0,4.1,0.0,1.0,1.0,17.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0401445,A Good Year,2006.0,PG-13,117.0,"Marc Klein (screenplay), Peter Mayle (novel)","A British investment broker inherits his uncle's chateau and vineyard in Provence, where he spent much of his childhood. He discovers a new laid-back lifestyle as he tries to renovate the estate to be sold.","['English', ' French', ' Russian']",7.0,85510.0,tt0401445,2.5,4.7,0.0,4.0,11.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,,
tt0061089,This Property Is Condemned,1966.0,Unrated,110.0,"Tennessee Williams (suggested by a one act play of), Francis Ford Coppola (screenplay), Fred Coe (screenplay), Edith Sommer (screenplay)","The dramatic love story of small-town Mississippi girl Alva Starr and railroad official Owen Legate, set during the Great Depression.",['English'],7.1,4840.0,tt0061089,6.4,,0.0,4.0,10.0,7.0,,1.0,0.0,0.0,0.0,1.0,,
tt0081259,The Octagon,1980.0,R,103.0,"Leigh Chapman (screenplay by), Paul Aaron (story by), Leigh Chapman (story by)",A martial artist must defeat a plan by ninjas to create a worldwide training camp for terrorists.,['English'],5.2,4747.0,tt0081259,3.3,4.8,0.0,3.0,8.0,15.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0117398,The Promise,1996.0,Not Rated,90.0,"Luc Dardenne, Jean-Pierre Dardenne, Leon Michaux, Alphonse Badolo","Roger uses his son Igor to ruthlessly traffic and exploit undocumented immigrants. When one of the immigrants is killed, Igor is guilt-ridden and wants to care for the dead man's family against his father's orders.","['French', ' Romanian']",7.8,6612.0,tt0117398,9.5,8.2,0.0,2.0,5.0,16.0,,2.0,0.0,0.0,0.0,0.0,,
tt0184791,O,2001.0,R,95.0,"William Shakespeare (play), Brad Kaaya (screenplay)","An update of Shakespeare's 'Othello' with a young cast, set in an upper class prep school, & centered around basketball player Odin.",['English'],6.1,18897.0,tt0184791,6.4,5.3,0.0,3.0,8.0,31.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0172632,Joe Gould's Secret,2000.0,R,104.0,"Joseph Mitchell (books), Howard A. Rodman (screenplay)","Around 1940, The New Yorker staff writer Joe Mitchell meets Joe Gould, a Greenwich Village character, who cadges meals, drinks, and contributions to the Joe Gould Fund, and who is writing a...",['English'],6.6,1423.0,tt0172632,6.5,7.4,0.0,2.0,5.0,26.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0263734,Men with Brooms,2002.0,R,102.0,"Paul Gross (story), Graham Wagner (story editor), John Krizanc (story), Paul Quarrington (story), Paul Gross (screenplay), John Krizanc (screenplay)",Four men take time from their personal problems to reunite as a curling team and compete in a bonspiel that will restore their honour.,"['English', ' American Sign Language', ' German']",5.7,4080.0,tt0263734,5.5,,0.0,4.0,11.0,22.0,3.0,3.0,0.0,0.0,0.0,0.0,,
tt0058213,"Hush...Hush, Sweet Charlotte",1964.0,Not Rated,133.0,"Henry Farrell (screenplay), Lukas Heller (screenplay), Henry Farrell (story)","An aging, reclusive Southern belle plagued by a horrifying family secret descends into madness after the arrival of a lost relative.",['English'],7.6,12090.0,tt0058213,8.2,,0.0,1.0,1.0,20.0,,1.0,0.0,7.0,0.0,0.0,,
tt0244000,American Outlaws,2001.0,PG-13,94.0,"Roderick Taylor (story), Roderick Taylor (screenplay), John Rogers (screenplay)",5 Southern friends return home when the war ends 1865. But Yankee soldiers and Pinkerton are busy helping a railroad baron grab land from farmers along the planned railroad west. The 5 friends fight back.,['English'],6.0,13626.0,tt0244000,1.4,2.5,0.0,3.0,8.0,17.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0255653,Tortilla Soup,2001.0,PG-13,102.0,"Hui-Ling Wang (earlier screenplay), Ang Lee (earlier screenplay), James Schamus (earlier screenplay), Ramón Menéndez (screenplay), Tom Musca (screenplay), Vera Blasi (screenplay)","A Mexican-American master chef and father to three daughters has lost his taste for food, but not for life.","['English', ' Spanish']",6.7,4054.0,tt0255653,7.4,5.8,0.0,3.0,8.0,31.0,2.0,2.0,0.0,0.0,0.0,0.0,,
tt0332639,Together with You,2002.0,PG,116.0,"Kaige Chen, Xiaolu Xue","A violin prodigy and his father travel to Beijing, where the father seeks the means to his son's success while the son struggles to accept the path laid before him.",['Mandarin'],7.3,4162.0,tt0332639,7.3,6.0,0.0,3.0,6.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,,
tt1071358,Another Cinderella Story,2008.0,PG,90.0,"Erik Patterson, Jessica Scott, Leigh Dunlap (characters)","Mary lives with her evil stepmom/sisters and slaves for them. At the high school masquerade ball, she gets to dance with her pop idol, Joey. Running home before midnight, she drops her Zune. Joey tries to find the girl who fits the Zune.",['English'],5.8,25950.0,tt1071358,,,0.0,4.0,9.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,,
tt0991178,Battlestar Galactica: Razor,2007.0,Not Rated,101.0,"Ronald D. Moore (developed by), Michael Taylor, Glen A. Larson (based on the series created by: ""Battlestar Galactica"")",A two-hour Battlestar Galactica special that tells the story of the Battlestar Pegasus several months prior to it finding the Galactica.,['English'],7.6,21144.0,tt0991178,,,0.0,4.0,11.0,24.0,,1.0,0.0,0.0,0.0,0.0,,
tt0087042,Cheech & Chong's the Corsican Brothers,1984.0,PG,82.0,"Tommy Chong, Cheech Marin, Rikki Marin",Two brothers who can feel each others' pain and pleasure mess up the French revolution.,['English'],4.7,3776.0,tt0087042,,3.5,0.0,3.0,7.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,,
tt0326856,Envy,2004.0,PG-13,99.0,Steve Adams,A man becomes increasingly jealous of his friend's newfound success.,['English'],4.8,29243.0,tt0326856,0.8,3.1,0.0,2.0,4.0,30.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0338216,Lucky You,2007.0,PG-13,124.0,"Eric Roth (screenplay), Curtis Hanson (screenplay), Eric Roth (story)","A hotshot poker player tries to win a tournament in Vegas, but is fighting a losing battle with his personal problems.","['English', ' Spanish']",5.9,19871.0,tt0338216,2.9,4.9,0.0,2.0,5.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,,
tt0086494,Two of a Kind,1983.0,PG,88.0,John Herzfeld,"When God decides to destroy Earth, four angels aim to redeem mankind through a young man and woman with troubles of their own.",['English'],4.7,3684.0,tt0086494,1.8,0.5,0.0,1.0,12.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,,
tt0031088,Beau Geste,1939.0,Passed,112.0,"Robert Carson (screen play), Percival Christopher Wren (based on the novel by)","Three adopted English brothers join the French Foreign Legion in North Africa, after one of them steals their adoptive family's famous heirloom sapphire.","['English', ' Arabic']",7.7,5080.0,tt0031088,10.0,,0.0,3.0,7.0,24.0,,2.0,0.0,0.0,0.0,0.0,,
tt0097858,Meet the Feebles,1989.0,Not Rated,97.0,"Fran Walsh, Stephen Sinclair, Danny Mulheron, Peter Jackson",Multiple animals and insects experience the sleazier side of show business while working on a variety show.,['English'],6.7,18342.0,tt0097858,7.1,,0.0,4.0,9.0,1.0,,1.0,0.0,0.0,0.0,0.0,,
tt0271211,Stoked: The Rise and Fall of Gator,2002.0,R,82.0,Helen Stickler,"A documentary exploring the rise and fall of 80s skateboard legend Mark ""Gator"" Rogowski.",['English'],7.2,965.0,tt0271211,8.1,6.9,0.0,3.0,6.0,25.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0200530,Chuck & Buck,2000.0,R,96.0,Mike White,An oddly naive man-child stalks his childhood best friend and tries to reconnect with their past.,['English'],6.5,5134.0,tt0200530,8.4,7.6,0.0,3.0,8.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0088915,A Chorus Line,1985.0,PG-13,113.0,"Arnold Schulman (screenplay), Michael Bennett (concept: musical ""A Chorus Line""), James Kirkwood Jr. (book), Nicholas Dante (book)",Hopefuls try out before a demanding director for a part in a new musical.,['English'],6.2,8871.0,tt0088915,4.0,4.6,0.0,1.0,12.0,20.0,2.0,1.0,0.0,3.0,0.0,0.0,,
tt0209933,Beau travail,1999.0,Unrated,92.0,"Claire Denis, Jean-Pol Fargeau, Herman Melville (story ""Billy Budd,  Sailor"")","This film focuses on an ex-Foreign Legion officer as he recalls his once glorious life, leading troops in Djibouti.","['French', ' Italian', ' Russian']",7.4,7351.0,tt0209933,8.1,9.1,0.0,2.0,5.0,3.0,,3.0,0.0,0.0,0.0,0.0,,
tt0067921,Valdez Is Coming,1971.0,PG-13,90.0,"Roland Kibbee (screenplay), David Rayfiel (screenplay), Elmore Leonard (novel)",A Mexican-American sheriff must resort to violence against a powerful rancher in order to get just compensation for the pregnant Indian widow of a wrongly killed black man.,"['English', ' Spanish']",6.8,3262.0,tt0067921,,,0.0,2.0,4.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,,
tt0105631,Traces of Red,1992.0,R,105.0,Jim Piddock,"Jack, a Palm Beach detective, becomes involved in a case of multiple murders. All the women can be linked to Jack in some way. Jack and his partner have no leads, but numerous suspects. The...",['English'],5.2,1416.0,tt0105631,2.9,,0.0,4.0,11.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0074235,Bound for Glory,1976.0,PG,147.0,"Robert Getchell (screenplay), Woody Guthrie (autobiography)",The early life of Woody Guthrie as a vagabond folk singer.,['English'],7.3,4473.0,tt0074235,8.6,7.0,0.0,1.0,12.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,,
tt0058557,Seance on a Wet Afternoon,1964.0,,115.0,"Mark McShane (novel), Bryan Forbes (written for the screen by)",A medium and her husband stage a kidnapping in order for her to pretend to solve the crime and achieve fame.,['English'],7.9,5078.0,tt0058557,7.6,,0.0,4.0,11.0,5.0,,1.0,0.0,1.0,0.0,0.0,,
tt0270980,My Boss's Daughter,2003.0,PG-13,86.0,David Dorfman,"After a man is asked to house sit for his boss, he becomes determined to get closer to the boss's daughter, but events keep unfolding that stop him from achieving his goal.",['English'],4.7,27778.0,tt0270980,0.8,1.5,0.0,3.0,8.0,22.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0102536,Night on Earth,1991.0,R,129.0,Jim Jarmusch,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,"['English', ' French', ' Finnish', ' Italian', ' German']",7.8,53303.0,tt0102536,7.5,6.8,0.0,1.0,12.0,12.0,3.0,5.0,0.0,0.0,0.0,0.0,,
tt0086346,Spacehunter: Adventures in the Forbidden Zone,1983.0,PG,90.0,"Stewart Harding (story), Jean LaFleur (story), David Preston (screenplay), Edith Rey (screenplay), Daniel Goldberg (screenplay), Len Blum (screenplay)","On a distant planet inhabited by mutants, two bounty-hunters race to rescue three Earth female captives from the clutches of an evil mutant warlord.",['English'],5.5,5140.0,tt0086346,2.5,,0.0,2.0,5.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,,
tt0388139,It's All Gone Pete Tong,2004.0,R,90.0,Michael Dowse,A famous DJ in the Ibiza club scene finds the alcohol and drug-fueled party that is his life threatened by the progressive loss of his hearing.,['English'],7.3,18848.0,tt0388139,7.6,5.6,0.0,2.0,5.0,27.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0072976,Fox and His Friends,1975.0,Not Rated,123.0,"Rainer Werner Fassbinder, Christian Hohoff (contributing writer)",A young West German working-class man wins the lottery and initiates a relationship with a man above his social standing.,"['German', ' English', ' French']",7.7,4787.0,tt0072976,8.4,,0.0,1.0,2.0,2.0,,3.0,0.0,0.0,0.0,0.0,,
tt0038057,Scarlet Street,1945.0,Approved,102.0,"Georges de La Fouchardière (novel), André Mouëzy-Éon (novel), Dudley Nichols (screen play)","When a man in mid-life crisis befriends a young woman, her venal fiancé persuades her to con him out of the fortune they mistakenly assume he possesses.",['English'],7.8,13393.0,tt0038057,10.0,,0.0,1.0,12.0,28.0,,1.0,0.0,0.0,0.0,0.0,,
tt0765447,Evening,2007.0,PG-13,117.0,"Susan Minot (screenplay), Michael Cunningham (screenplay), Susan Minot (novel)","A drama exploring the romantic past and emotional present of Ann Lord (Vanessa Redgrave) and her daughters, Constance Haverford (Natasha Richardson) and Nina Mars (Toni Collette). As Ann lays dying, she remembers, and is moved to convey to her daughters, the defining moments in her life fifty years ago, when she was a young woman. Harris Arden (Patrick Wilson) is the man Ann loves in the 1950s ...",['English'],6.5,12821.0,tt0765447,2.7,4.5,0.0,3.0,6.0,29.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0233687,The Eyes of Tammy Faye,2000.0,PG-13,79.0,,"A documentary look, mostly through the eyes of Tammy Faye Bakker Messner, at her rise and fall as a popular televangelist with husband Jim Bakker. Traces their rise: her teen marriage to ...",['English'],7.2,1420.0,tt0233687,8.6,6.9,0.0,4.0,10.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0100232,Navy Seals,1990.0,R,113.0,"Chuck Pfarrer, Gary Goldman",A battle-hardened SEAL Team sets off on a mission to destroy a shipment of US-built Stinger missiles that have fallen into terrorist hands.,"['English', ' Arabic']",5.6,15329.0,tt0100232,1.9,3.8,0.0,3.0,7.0,20.0,3.0,2.0,0.0,0.0,0.0,0.0,,
tt0079540,Meatballs,1979.0,PG,94.0,"Len Blum, Daniel Goldberg, Janis Allen, Harold Ramis",Wacky hijinks of counselors and campers at a less-than-average summer camp.,['English'],6.2,18316.0,tt0079540,7.2,6.0,0.0,3.0,6.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,,
tt0453548,Snow Angels,2007.0,R,107.0,"David Gordon Green (screenplay), Stewart O'Nan (novel)","A drama that interweaves the life of a teenager, with his old baby sitter, her estranged husband, and their daughter.",['English'],6.8,12067.0,tt0453548,6.8,6.7,0.0,4.0,10.0,29.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0092149,Shadows in Paradise,1986.0,Not Rated,74.0,Aki Kaurismäki,"An episode in the life of Nikander, a garbage man, involving the death of a coworker, a love affair and much more.","['Finnish', ' Swedish', ' English']",7.5,4489.0,tt0092149,,,0.0,4.0,10.0,17.0,,3.0,0.0,0.0,0.0,0.0,,
tt0061791,How to Succeed in Business Without Really Trying,1967.0,Approved,121.0,"Abe Burrows (book), Jack Weinstock (book), Willie Gilbert (book), Shepherd Mead (novel), David Swift","Armed with the titular manual, an ambitious window washer seeks to climb the corporate ladder.",['English'],7.2,4034.0,tt0061791,9.2,,0.0,2.0,3.0,9.0,,1.0,0.0,0.0,0.0,0.0,,
tt0086525,Valley Girl,1983.0,R,99.0,"Andrew Lane, Wayne Crawford","Julie, a girl from the valley, meets Randy, a punk from the city. They are from different worlds and find love. Somehow they need to stay together in spite of her trendy, shallow friends.",['English'],6.4,12658.0,tt0086525,,6.6,0.0,2.0,4.0,29.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0061758,Hells Angels on Wheels,1967.0,Approved,95.0,R. Wright Campbell (screenplay),"At first, gas station attendant Poet is happy when the Hell's Angels gang finally accepts him. But he's shocked when he learns just how brutal they are.",['English'],5.2,2047.0,tt0061758,2.9,4.9,0.0,3.0,6.0,1.0,,1.0,0.0,0.0,0.0,0.0,,
tt0044672,The Greatest Show on Earth,1952.0,Passed,152.0,"Fredric M. Frank (screenplay), Barré Lyndon (screenplay), Theodore St. John (screenplay), Fredric M. Frank (story), Theodore St. John (story), Frank Cavett (story)","The dramatic lives of trapeze artists, a clown, and an elephant trainer are told against a background of circus spectacle.","['English', ' Russian']",6.6,12073.0,tt0044672,4.3,,0.0,2.0,5.0,1.0,,2.0,2.0,0.0,0.0,0.0,,
tt0432260,Brothers of the Head,2005.0,R,93.0,"Brian Aldiss (novel), Tony Grisoni (screenplay)","In the 1970s a music promoter plucks Siamese twins from obscurity and grooms them into a freakish rock'n'roll act. A dark tale of sex, strangeness and rock music.",['English'],6.4,1630.0,tt0432260,6.9,6.7,0.0,4.0,10.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0082351,Eye of the Needle,1981.0,R,112.0,"Ken Follett (based on the novel by), Stanley Mann (screenplay)","A ruthless German spy, trying to get out of Britain with vital information about D-Day, must spend time with a young woman and her crippled husband.","['English', ' German']",7.1,9088.0,tt0082351,8.1,6.1,0.0,3.0,7.0,24.0,3.0,2.0,0.0,0.0,0.0,0.0,,
tt0320244,Party Monster,2003.0,R,98.0,"Fenton Bailey, Randy Barbato, James St. James (book)","Based on the true story of Michael Alig, a Club Kid party organizer whose life was sent spiraling down when he bragged on television about killing his drug dealer and roommate.",['English'],6.3,14588.0,tt0320244,2.9,3.6,0.0,4.0,10.0,17.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0083943,Firefox,1982.0,PG,136.0,"Alex Lasker (screenplay), Wendell Wellman (screenplay), Craig Thomas (novel)",A pilot is sent into the Soviet Union on a mission to steal a prototype jet fighter that can be partially controlled by a neuralink.,"['English', ' Russian']",6.0,24330.0,tt0083943,3.8,4.4,0.0,3.0,6.0,18.0,1.0,2.0,0.0,0.0,0.0,0.0,,
tt0094792,Braddock: Missing in Action III,1988.0,R,101.0,"Arthur Silver (characters), Larry Levinson (characters), Steve Bing (characters), James Bruner, Chuck Norris",Braddock mounts a one-man assault to free his wife and son who are still being held in a Vietnam prison camp.,['English'],4.9,5547.0,tt0094792,,,0.0,1.0,1.0,22.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0823687,Nostalgia Boy,2006.0,,18.0,"Jennica Harper, Michael Meinhardt (story), Lee Boyle (story)",A young man adrift in a dream world of nostalgia confronts his arch nemesis in order to save a life and ultimitely creates a new world out of what he loves most - his past.,['English'],7.6,35.0,tt0823687,,,0.0,3.0,7.0,22.0,,1.0,0.0,0.0,0.0,0.0,,
tt0055370,Return to Peyton Place,1961.0,Approved,123.0,"Ronald Alexander (screenplay), Grace Metalious (novel)","The residents of Peyton Place, New Hampshire, are not happy when its most famous resident, Alison Mackenzie, writes a ""shocking"" novel detailing the sinful secrets of the town. Most ...",['English'],5.9,658.0,tt0055370,,,0.0,2.0,5.0,5.0,,1.0,0.0,0.0,0.0,0.0,,
tt0090849,Class of Nuke 'Em High,1986.0,R,85.0,"Richard W. Haines (screenplay), Mark Rudnitsky (screenplay), Lloyd Kaufman (screenplay), Stuart Strutin (screenplay), Richard W. Haines (original story), Graham Flashner (additional material written by)",The pupils at a high school next to a nuclear power plant start acting and looking strange after buying contaminated drugs from a plant worker.,"['English', ' German']",5.7,7543.0,tt0090849,2.0,,0.0,1.0,12.0,12.0,3.0,2.0,0.0,0.0,0.0,0.0,,
tt0039417,Germany Year Zero,1948.0,Not Rated,78.0,"Roberto Rossellini (screenplay), Roberto Rossellini (dialogue), Carlo Lizzani, Max Kolpé (dialogue), Sergio Amidei",A young German boy faces the problems of the tough life in the immediate post WWII Berlin.,"['German', ' English', ' French']",7.9,9448.0,tt0039417,9.5,,0.0,4.0,9.0,19.0,,3.0,0.0,0.0,0.0,0.0,,
tt0220100,Timecode,2000.0,R,97.0,Mike Figgis (story),Four frames of simultaneous action that alternately follow a smitten lesbian lover as she obsesses over her partner's dalliances and the tense goings-on of a Hollywood film production company.,['English'],6.0,6286.0,tt0220100,6.8,6.5,0.0,2.0,4.0,28.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0051744,House on Haunted Hill,1959.0,Not Rated,75.0,Robb White,"A millionaire offers $10,000 to five people who agree to be locked in a large, spooky, rented house overnight with him and his wife.",['English'],6.9,21887.0,tt0051744,8.8,,0.0,1.0,2.0,17.0,,1.0,0.0,0.0,0.0,0.0,,
tt0094963,The Dead Pool,1988.0,R,91.0,"Harry Julian Fink (characters), Rita M. Fink (characters), Steve Sharon (story), Durk Pearson (story), Sandy Shaw (story), Steve Sharon (screenplay)","Inspector ""Dirty"" Harry Callahan must stop a sick secret contest to murder local celebrities, which includes himself as a target.",['English'],6.3,39098.0,tt0094963,5.7,4.6,0.0,3.0,7.0,13.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0139668,True Crime,1999.0,R,127.0,"Andrew Klavan (novel), Larry Gross (screenplay), Paul Brickman (screenplay), Stephen Schiff (screenplay)",Can an over-the-hill journalist uncover the evidence that can prove a death row inmate's innocence just hours before his execution?,['English'],6.6,30626.0,tt0139668,5.4,6.5,0.0,2.0,3.0,19.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0258038,Pootie Tang,2001.0,PG-13,81.0,Louis C.K.,"""The Man"" is baffled by a chill hero's invincible weapon: gibberish.",['English'],5.3,13120.0,tt0258038,2.7,3.1,0.0,3.0,6.0,29.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0051207,The Wrong Man,1956.0,Not Rated,105.0,"Maxwell Anderson (screen play), Angus MacPhail (screen play), Maxwell Anderson (story)","In 1953, an innocent man named Christopher Emmanuel ""Manny"" Balestrero is arrested after being mistaken for an armed robber.","['English', ' Italian', ' Spanish']",7.4,24405.0,tt0051207,9.2,,0.0,1.0,1.0,26.0,,3.0,0.0,0.0,0.0,0.0,,
tt0083591,Attack Force Z,1981.0,Not Rated,84.0,Roger Marshall,A group of Australian commandos launch a secret mission against Japanese forces in World War II.,"['English', ' Japanese', ' Mandarin']",5.6,2076.0,tt0083591,,,0.0,3.0,6.0,1.0,,3.0,0.0,0.0,0.0,0.0,,
