,imdbID,Plot
4956,tt0058557,A medium and her husband stage a kidnapping in order for her to pretend to solve the crime and achieve fame.
4957,tt0270980,"After a man is asked to house sit for his boss, he becomes determined to get closer to the boss's daughter, but events keep unfolding that stop him from achieving his goal."
4958,tt0102536,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.
4959,tt0086346,"On a distant planet inhabited by mutants, two bounty-hunters race to rescue three Earth female captives from the clutches of an evil mutant warlord."
4960,tt0388139,A famous DJ in the Ibiza club scene finds the alcohol and drug-fueled party that is his life threatened by the progressive loss of his hearing.
4961,tt0072976,A young West German working-class man wins the lottery and initiates a relationship with a man above his social standing.
4962,tt0038057,"When a man in mid-life crisis befriends a young woman, her venal fiancé persuades her to con him out of the fortune they mistakenly assume he possesses."
4963,tt0765447,"A drama exploring the romantic past and emotional present of Ann Lord (Vanessa Redgrave) and her daughters, Constance Haverford (Natasha Richardson) and Nina Mars (Toni Collette). As Ann lays dying, she remembers, and is moved to convey to her daughters, the defining moments in her life fifty years ago, when she was a young woman. Harris Arden (Patrick Wilson) is the man Ann loves in the 1950s ..."
4964,tt0233687,"A documentary look, mostly through the eyes of Tammy Faye Bakker Messner, at her rise and fall as a popular televangelist with husband Jim Bakker. Traces their rise: her teen marriage to ..."
4965,tt0100232,A battle-hardened SEAL Team sets off on a mission to destroy a shipment of US-built Stinger missiles that have fallen into terrorist hands.
4966,tt0079540,Wacky hijinks of counselors and campers at a less-than-average summer camp.
4967,tt0453548,"A drama that interweaves the life of a teenager, with his old baby sitter, her estranged husband, and their daughter."
4968,tt0092149,"An episode in the life of Nikander, a garbage man, involving the death of a coworker, a love affair and much more."
4969,tt0061791,"Armed with the titular manual, an ambitious window washer seeks to climb the corporate ladder."
4970,tt0086525,"Julie, a girl from the valley, meets Randy, a punk from the city. They are from different worlds and find love. Somehow they need to stay together in spite of her trendy, shallow friends."
4971,tt0061758,"At first, gas station attendant Poet is happy when the Hell's Angels gang finally accepts him. But he's shocked when he learns just how brutal they are."
4972,tt0044672,"The dramatic lives of trapeze artists, a clown, and an elephant trainer are told against a background of circus spectacle."
4973,tt0432260,"In the 1970s a music promoter plucks Siamese twins from obscurity and grooms them into a freakish rock'n'roll act. A dark tale of sex, strangeness and rock music."
4974,tt0082351,"A ruthless German spy, trying to get out of Britain with vital information about D-Day, must spend time with a young woman and her crippled husband."
4975,tt0320244,"Based on the true story of Michael Alig, a Club Kid party organizer whose life was sent spiraling down when he bragged on television about killing his drug dealer and roommate."
4976,tt0083943,A pilot is sent into the Soviet Union on a mission to steal a prototype jet fighter that can be partially controlled by a neuralink.
4977,tt0094792,Braddock mounts a one-man assault to free his wife and son who are still being held in a Vietnam prison camp.
4978,tt0823687,A young man adrift in a dream world of nostalgia confronts his arch nemesis in order to save a life and ultimitely creates a new world out of what he loves most - his past.
4979,tt0055370,"The residents of Peyton Place, New Hampshire, are not happy when its most famous resident, Alison Mackenzie, writes a ""shocking"" novel detailing the sinful secrets of the town. Most ..."
4980,tt0090849,The pupils at a high school next to a nuclear power plant start acting and looking strange after buying contaminated drugs from a plant worker.
4981,tt0039417,A young German boy faces the problems of the tough life in the immediate post WWII Berlin.
4982,tt0220100,Four frames of simultaneous action that alternately follow a smitten lesbian lover as she obsesses over her partner's dalliances and the tense goings-on of a Hollywood film production company.
4983,tt0051744,"A millionaire offers $10,000 to five people who agree to be locked in a large, spooky, rented house overnight with him and his wife."
4984,tt0094963,"Inspector ""Dirty"" Harry Callahan must stop a sick secret contest to murder local celebrities, which includes himself as a target."
4985,tt0139668,Can an over-the-hill journalist uncover the evidence that can prove a death row inmate's innocence just hours before his execution?
4986,tt0258038,"""The Man"" is baffled by a chill hero's invincible weapon: gibberish."
4987,tt0051207,"In 1953, an innocent man named Christopher Emmanuel ""Manny"" Balestrero is arrested after being mistaken for an armed robber."
4988,tt0083591,A group of Australian commandos launch a secret mission against Japanese forces in World War II.
4989,tt0314725,"Documentary about the Funk Brothers, a group of Detroit musicians who backed up dozens of Motown artists."
4990,tt0120199,"A space trucker and his cute fiancee are on their way from a space station to Earth with an unknown cargo. When space pirates hijack them, 5000 disintegrator robots are found in the cargo."
4991,tt0097116,Two couples go to a mutual friend's wedding and end up swapping partners.
4992,tt0329691,A biker returns from Thailand to set things straight with his girlfriend. One gang leader wants him for delivery of 2 motorbikes filled with crystal meth and another gang leader wants him for murdering his brother.
4993,tt0114938,The early career of legendary lawman Wild Bill Hickock is telescoped and culminates in his relocation in Deadwood and a reunion with Calamity Jane.
4994,tt0066049,"In 1825, an English aristocrat is captured by Native Americans. He lives with them and begins to understand their way of life. Eventually, he is accepted as part of the tribe and aspires to become their leader."
4995,tt0271263,"Davey Stone, an alcoholic with a criminal record, is sentenced to community service under the supervision of an elderly referee. Davey is then faced with trying to reform and abandon his bad habits."
4996,tt0199314,"A waitress falls for a handsome customer who seduces her, her two sisters, her brother, and her brother's girlfriend."
4997,tt0281373,"When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man."
4998,tt0235198,"A widower takes an offer to screen girls at a special audition, arranged for him by a friend to find him a new wife. The one he fancies is not who she appears to be after all."
4999,tt0383222,"In the eighteenth century, a vampire escapes from the freak show, in which she once participated, and teams up with a group of vampire slayers to kill the man who raped her mother."
5000,tt0115632,"The brief life of Jean Michel Basquiat, a world renowned New York street artist struggling with fame, drugs and his identity."
5001,tt0107426,"After the death of Lama Dorje, Tibetan Buddhist monks find three children - one American and two Nepalese - who may be the rebirth of their great teacher."
5002,tt0120773,Oscar and Felix take a road trip to their son and daughter's wedding.
5003,tt0116731,A juror in a Mafia trial is forced to convince the other jurors to vote not guilty by an obsessive mob enforcer.
5004,tt0080009,A strong-willed young peasant girl attracts the affection of two men.
5005,tt0401711,"Through the neighborhoods of Paris, love is veiled, revealed, imitated, sucked dry, reinvented and awakened."
5006,tt0106339,"A dramatization of the Hamburg, Germany phase of The Beatles' early history."
5007,tt0056406,"Mountain Rivera, a punchy has-been managed by the unprincipled Maish, is mauled in a fight and forced to quit boxing. Can his devoted cutman and a sympathetic social worker help him find a ..."
5008,tt0112750,A woman sees an assassin outside San Francisco killing yakuza men and later in Vancouver. She's been told that he leaves no witness. Will she be his next victim or...?
5009,tt0085154,A high school football player desperate for a scholarship and his headstrong coach clash in a dying Pennsylvania steel town.
5010,tt0364343,"Set in a world with memory recording implants, Alan Hakman is a cutter, someone with the power of final edit over people's recorded histories. His latest assignment is one that puts him in danger."
5011,tt0028597,"Unfounded suspicions lead a married couple to begin divorce proceedings, whereupon they start undermining each other's attempts to find new romance."
5012,tt0096875,"A witness to a mob assassination flees for her life from town to town, switching identities, but cannot seem to elude Milo, the chief killer out to get her."
5013,tt0115862,A young man fresh out of law school tries to win a reprieve for his racist grandfather who is on death row.
5014,tt0489235,"Mistaken for his character Ash from the 'Evil Dead' trilogy, Bruce Campbell is forced to fight a real monster in a small Oregon town."
5015,tt0388980,"In the 1913 US Open, 20-year-old Francis Ouimet played golf against his idol, 1900 US Open champion, Englishman Harry Vardon."
5016,tt0113303,"Hatch gets a special resuscitative medicine after ""dying"" in a car accident. His wife and daughter only get minor injuries. He gets strange nightmares such as killing a teen girl. Is it just dreams?"
5017,tt0077711,"A married daughter who longs for her mother's love is visited by the latter, a successful concert pianist."
5018,tt0383534,"Five New Yorkers come together on Christmas Eve, seeking a miracle."
5019,tt0104810,A film about the noted American linguist/political dissident and his warning about corporate media's role in modern propaganda.
5020,tt0223250,"Faces of Death VI is a direct-to-video compilation of the highlights of the earlier films in the Faces of Death series. It features many of the same scenes shown in Faces of Death 1 and 4, ..."
5021,tt0240200,"Set in colonial India against Gandhi's rise to power, it's the story of 8-year-old Chuyia, who is widowed and sent to a home to live in penitence; once there, Chuyia's feisty presence deeply affects the lives of the other residents."
5022,tt0405821,Live-action sci-fi movie based on a 1973 Japanese animé of the same name (Shinzo Ningen Casshân). Theme song by Utada Hikaru.
5023,tt0051849,"After his employer is murdered by rival cattlemen, a troubled and uneducated young cowboy vows revenge on the murderers."
5024,tt0113044,"After an abandoned young woman in late 19th Century England is taken in by a rural couple with three handsome sons, tragic consequences result."
5025,tt0102590,"Renata Bella feels like a failure at life and career. But when Renata attends a seminar on selling real estate, she finally finds True Love. Sam Sharpe, while a top-notch, successful ..."
5026,tt0056241,The story of Anne Sullivan's struggle to teach the blind and deaf Helen Keller how to communicate.
5027,tt0055798,A surly convicted murderer held in permanent isolation redeems himself when he becomes a renowned bird expert.
5028,tt0112585,"Three Irish Catholic brothers from Long Island struggle to deal with love, marriage, and infidelity."
5029,tt0069121,"A vicious Kansas City slaughterhouse owner and his hick family are having a bloody ""beef"" with the Chicago crime syndicate over profits from their joint illegal operations. Top enforcer Nick Devlin is sent to straighten things out."
5030,tt0118863,"After hearing that his wife sleeps with Clay, Earl kills himself, making it look like Clay shot him. She doesn't like it when Clay sees another woman instead. Bodies start piling up."
5031,tt0084296,"In 1880s Australia, after young Jim Craig's father dies, Jim takes a job at the Harrison cattle ranch, where he is forced to become a man."
5032,tt0390632,A look at the obsessive world of competitive Scrabble.
5033,tt0074749,"A proud strip club owner is forced to come to terms with himself as a man, when his gambling addiction gets him in hot water with the mob, who offer him only one alternative."
5034,tt0108170,"Set in Ireland, Sharon Curley is a 20 year old living with her parents and many brothers and sisters. When she gets herself pregnant and refuses to name the father, she becomes the talk of ..."
5035,tt0113305,"People from all different walks of life, encounter racial tension, rape, responsibility, and the meaning of an education on a university campus."
5036,tt0775539,"When his brother is murdered, a street dancer moves to Georgia to work his way through college. He joins a fraternity's step dancing team for a competition. Will he also get an education and the girl?"
5037,tt0116762,"Richter Boudreau, the son of local celebrity Cynthia, is not very successful and works as a film critic for a local newspaper. In a short time he loses his job and his heritage, and one of ..."
5038,tt0100211,"A lawyer defends her father accused of war crimes, but there is more to the case than she suspects."
5039,tt0050177,"Audrey Ames, an enterprising journalist, tries to get the scoop on giant grasshoppers accidentally created at the Illinois State experimental farm. She endeavors to save Chicago, despite a ..."
5040,tt0049934,Napoleon's (Herbert Lom's) tumultuous relations with Russia including his disastrous 1812 invasion serve as the backdrop for the tangled personal lives of two aristocratic families.
5041,tt0102614,The gruesome murder of a Brooklyn Detective will turn the case into a personal vendetta when the deceased's best friend and fellow officer will unleash an all-out attack against a psychotic Mafia enforcer's brutal gang.
5042,tt0109303,An Irish bomber escapes from prison and targets a member of the Boston bomb squad.
5043,tt0365957,"In order to achieve their dream of opening a recording studio, two friends (Omarion, Houston) must first win their city's dance contest -- a fierce competition that pits them against a group of tough street dancers."
5044,tt0111309,"A widowed father has to deal with two complex issues: while he is searching for ""Miss Right,"" his son, who is in his 20s and gay, is searching for ""Mr. Right."""
5045,tt0068156,A musical retelling of the American Revolution's political struggle in the Continental Congress to declare independence.
5046,tt0070791,A Shakespearean actor takes poetic revenge on the critics who denied him recognition.
5047,tt0059245,"An all-star, large scale epic movie that chronicles the life and ministry of Jesus Christ."
5048,tt0058604,Four vignettes about the lives of the Cuban people set during the pre-revolutionary era.
5049,tt0157472,A teenager accidentally activates a machine that enables him to speed up his body so that other people seem to be standing still.
5050,tt0099180,Doctors Herbert West and Dan Cain discover the secret to creating human life and proceed to create a perfect woman from dead tissue.
5051,tt0040495,"In post-war Cape Breton, a doctor's efforts to tutor a deaf/mute woman are undermined when she is raped, and the resulting pregnancy causes scandal to swirl."
5052,tt0077742,"Three sisters find their lives spinning out of control in the wake of their parents' sudden, unexpected divorce."
5053,tt0808506,"A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own."
5054,tt0242508,A basketball player strikes a deal with the mob to fix a basketball game.
5055,tt0282856,"A light-hearted look at the life and career of porn star Ron Jeremy, from his devoted fanbase to his unlikely status as a sex symbol and his goal to achieve mainstream success."
5056,tt0097904,A recluse is accused of murdering a young woman simply because his neighbors think he is strange.
5057,tt0107027,"The United Nations assembles the ultimate weapon to defeat Godzilla, while scientists discover a fresh pteranodon egg on a remote Japanese island."
5058,tt0454841,A family falls victim to a group of mutated cannibals in a desert far away from civilization.
5059,tt0063227,"1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. They and his wife variously plot to force him."
5060,tt0291579,"A young woman who is in love with a married doctor becomes dangerous when her attempts to persuade him to leave his wife are unsuccessful. However, when things are seen from his point of view, the real situation becomes clear."
5061,tt0119527,"A hooker is found cut in two. Two cops give polygraph tests to the only suspect, James Wayland (Tim Roth), an unstable genius. After some time, the roles change."
5062,tt0105316,South African teenagers fight against apartheid in the Soweto Uprising.
5063,tt0096913,A team from the United States is going to compete against Korea in a Tae Kwon Do tournament. The team consists of fighters from all over the country--can they overcome their rivalry and work together to win?
5064,tt0119324,A mentally unbalanced young woman - who is convinced she is Jackie Kennedy - flies into a murderous rage when her brother returns home to reveal he is engaged.
5065,tt0110157,A brave young man is thrust into adulthood as he and his courageous team of sled dogs embark on a grueling and treacherous cross-country marathon.
5066,tt0430431,"In Biblical times, a girl disguises her Jewish origins when the Persian king comes looking for a new bride among his subjects."
5067,tt0365686,Gambler Jake Green enters into a game with potentially deadly consequences.
5068,tt0103247,Jack London's classic adventure story about the friendship developed between a Yukon gold hunter and the mixed dog-wolf he rescues from the hands of a man who mistreats him.
5069,tt0070215,"A young, easygoing gunman (Hill) worships and competes with an old gunfighter (Fonda) who only wants to retire."
5070,tt0157122,An imaginary woman recollects the painful experience of adultery to a storyteller.
5071,tt0366943,A young man who thought himself already in love with a nice girl is drawn into a literary drama when he is captured by a deep and stimulating love affair.
5072,tt0361089,"At the height of World War II, a tiny wood pigeon enlists in the elite Royal Homing Pigeon Service to serve Britain, as the fearsome General Von Talon (Tim Curry) and his deadly squadron of falcons patrol the English Channel. Is he a war-hero in the making?"
5073,tt0436689,Josh Sagers drives cross-country on a mission to deliver his father's birthday gift - a giant purple LazyBoy.
5074,tt0380277,"Todd Anderson's life changes overnight when he signs a $30 million contract with the NBA. Determined not to forget who he is and where he's from, he throws a cookout for his family and friends from the hood, in his new neighborhood."
5075,tt0117057,"A shy, middle-aged professor enters into a romantic but non-physical relationship with an unlucky-in-love colleague."
5076,tt0235553,"A hitman falls in love with the boss's girlfriend, who may just be his next target."
5077,tt0121262,Follows the same pattern of the other Faces of Death movies. In this one we see many staged and not so staged looking deaths ranging from bungee jumping accidents and magic tricks gone bad.
5078,tt0095188,"A couple swap city life for the country, but their picturesque new hometown turns out to be just a little bit different to what they were expecting."
5079,tt0092593,"A French boarding school run by priests seems to be a haven from World War II until a new student arrives. He becomes the roommate of the top student in his class. Rivals at first, the roommates form a bond and share a secret."
5080,tt0795421,The story of a bride-to-be trying to find her real father told using hit songs by the popular 1970s group ABBA.
5081,tt0145046,"German-American Dieter Dengler discusses his service as a U.S. naval pilot in the Vietnam War. Dengler also revisits the sites of his capture and eventual escape from the hands of the Viet Cong, recreating many events for the camera."
5082,tt0098625,Two escaped cons only prayer to escape is to pass themselves off as priests and pass by the police blockade at the border into the safety of Canada.
5083,tt0121261,The third installment of the Faces of Death series.
5084,tt0800039,"Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend."
5085,tt0104114,"A conman discovers during a ""job"" that US Congress is where the money is. ""Name recognition"" gets him elected. Will he develop a conscience?"
5086,tt0337711,"The Rugrats get tangled in an exotic adventure, where they're helped by the Thornberrys, a family that travels the world making nature documentaries."
5087,tt0018773,The Tramp finds work and the girl of his dreams at a circus.
5088,tt0109783,"A bored wife dreams of hooking up with an old beau at a high school reunion, but instead asks a friend to check him out. The friend falls for him, and now two relationships are in comedic trouble. With Brad Pitt."
5089,tt0044207,"As a new star and planet hurtle toward a doomed Earth, a small group of survivalists frantically work to complete the rocket which will take them to their new home."
5090,tt0056931,"Six impossibly intelligent children from all over the world with dangerous psychic powers hide in a church in England after the military tries to experiment on them. Besieged, they warn the military to back off before carnage ensues."
5091,tt0075784,"Operation Market Garden, September 1944: The Allies attempt to capture several strategically important bridges in the Netherlands in the hope of breaking the German lines."
5092,tt0066214,A violent gangster seeks refuge from the mob in the Bohemian home of a former rock star.
5093,tt0113936,"To embarrass his rival, a scheming senator uses nitwit Ohio teens who are invited to a Washington gathering on educational failure."
5094,tt0024852,"Opposing the evil Barnaby, Ollie Dee and Stanley Dum try and fail to pay-off Mother Peep's mortgage and mislead his attempts to marry Little Bo. Enraged, Barnaby's Bogeymen are set on Toyland."
5095,tt0094678,"Arthur loses all of his money, and his wife wants a baby."
5096,tt0437777,"Kenya McQueen, an accountant finds love in the most unexpected place when she agrees to go on a blind date with Brian Kelly, a sexy and free-spirited landscaper."
5097,tt0082815,"Investigators search for soldiers' missing bodies, and hear unbelievable rumors about zombies. Dismissing those rumors they set out to investigate. After two men are found dead, CIA ..."
5098,tt0278435,"After running away fails, a terrified woman empowers herself in order to battle her abusive husband."
5099,tt0116320,Two prisoners chained together flee during an escape attempt gone bad.
5100,tt0095179,"Years after Tommy Jarvis chained him underwater at Camp Crystal Lake, the dormant Jason Voorhees is accidentally released from his prison by a telekinetic teenager. Now, only she can stop him."
5101,tt0445691,"A profile of anarchist and bank-robber Salvador Puig Antich, whose 1974 execution under the dictatorship of Francisco Franco ushered in a period of unrest that helped Spain transition to democracy."
5102,tt0058571,A hypochondriac believes he is dying and makes plans for his wife which she discovers and misunderstands.
5103,tt0065207,"Allied agents stage a daring raid on a castle where the Nazis are holding American brigadier general George Carnaby prisoner, but that's not all that's really going on."
5104,tt0028358,"The story of a century: a decades-long second World War leaves plague and anarchy, then a rational state rebuilds civilization and attempts space travel."
5105,tt0424129,"American soldiers of the 2/3 Field Artillery, a group known as the ""Gunners,"" tell of their experiences in Baghdad during the Iraq War. Holed up in a bombed out pleasure palace built by Sadaam Hussein, the soldiers endured hostile situations some four months after President George W. Bush declared the end of major combat operations in the country."
5106,tt0079477,"This 1979 romantic tale captures a young Diane Lane in her screen debut as an American teenager living in Paris, who meets and falls in love with a French teenager (Theolonious Bernard)."
5107,tt0096098,An F.B.I. Agent teams up with a tracker to pursue a murderer after he vanishes into the mountains and infiltrates a hiking group.
5108,tt0108395,"An evil Queen banishes a flower loving troll named Stanley (Dom DeLuise) to New York City, where he befriends two young children."
5109,tt0081070,"An up-and-coming gangster is tested by the insurgence of an unknown, very powerful threat."
5110,tt0025164,"An American woman travels to England to seek a divorce from her absentee husband, where she meets - and falls for - a dashing performer."
5111,tt0383060,Former superhero Jack is called back to work to transform an unlikely group of ragtag kids into superheroes at a private academy.
5112,tt0072362,"A poignant romantic drama examines the life of gay 26 year old, ex-monk, school teacher living in Manhattan. When he meets a man at a gay bar, they connect and are soon living together. Unfortunately their views on monogamy don't match."
5113,tt0042530,"A well meaning crack shot husband is pressured by his beautiful marksman wife to go on an interstate robbery spree, where he finds out just how depraved and deadly she really is."
5114,tt0119910,"The film centers on a big Polish family. Jadzia is the mother and the ruler of the Pzoniak family (she has five children). Though she's happily married to Bolek, she is also having a ..."
5115,tt0037101,"After being hired to find an ex-con's former girlfriend, Philip Marlowe is drawn into a deeply complex web of mystery and deceit."
5116,tt0419984,"Taken aback by his mother's wedding announcement, a young man returns home in an effort to stop her from marrying his old high school gym teacher, a man who made middle school hell for generations of students."
5117,tt0242998,Five women are stalked by an unknown assailant while preparing for Valentine's Day.
5118,tt0334754,"Romance blooms between two soldiers (Knoller, Levi) stationed in an Israeli outpost on the Lebanese border."
5119,tt0087985,"It is the dawn of World War III. In mid-western America, a group of teenagers band together to defend their town, and their country, from invading Soviet forces."
5120,tt0418038,"Documentary on reported Conservative bias of the Rupert Murdoch-owned Fox News Channel (FNC), which promotes itself as ""Fair and Balanced"". Material includes interviews with former FNC employees and the inter-office memos they provided."
5121,tt0021577,"A surrealist tale of a man and a woman who are passionately in love with each other, but their attempts to consummate that passion are constantly thwarted by their families, the Church, and bourgeois society."
5122,tt0096251,"A businessman accidentally kills The Metal Fetishist, who gets his revenge by slowly turning the man into a grotesque hybrid of flesh and rusty metal."
5123,tt0141163,The history of the influence of Eastern European Jewish Emigre culture has had on Hollywood and the films created in its golden age.
5124,tt0067927,"During the 1970s, car delivery driver Kowalski delivers hot rods in record time but always runs into trouble with the highway cops."
5125,tt0089385,"In the 1930s, a tomboy runs away from her guardian to join her single father who is 2,000 miles away, where he has found work."
5126,tt0081696,Bud is a young man from the country who learns about life and love in a Houston bar.
5127,tt0845046,"During a long English summer in the early 1980s, two schoolboys from differing backgrounds set out to make a film inspired by First Blood (1982)."
5128,tt0408524,A grizzled little league coach tries to turn his team of misfits into champs.
5129,tt1210120,A group of young hopeful teenagers who have come to Hollywood in the hopes of an acting career find that the business is harder than they had ever imagined.
5130,tt0056736,"A young woman meets a vital young man, but their love affair is doomed because of the man's materialistic nature."
5131,tt0048424,"A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the $10,000 he'd stolen in a robbery."
5132,tt0250491,"Four young friends have tedious night jobs and meet every night after work in a café. Sean hasn't met his girlfriend in three weeks, Vincent flirts with everybody, Lenny is too afraid to ..."
5133,tt0207198,What To Do In Case of Fire? tells the humorous and touching story of six former creative anarchists who lived as house squatters in Berlin during its heyday in the 80s when Berlin was still...
5134,tt0033729,"At the turn of the century in a Welsh mining village, the Morgans, he stern, she gentle, raise coal-mining sons and hope their youngest will find a better life."
5135,tt0115851,Two over-loyal Celtic fans kidnap their opponent's star player in order to guarantee their team the championship.
5136,tt0784972,"A pair of well-meaning, but socially inept brothers try to find their perfect mates in order to provide their dying father with a grandchild."
5137,tt0181786,"In this film made over ten years, filmmaker Barbara Sonneborn goes on a pilgrimage to the Vietnamese countryside where her husband was killed. She and translator (and fellow war widow) Xuan..."
5138,tt0452625,"In order to keep the woman of his dreams from falling for another guy, Charlie Logan has to break the curse that has made him wildly popular with single women: Sleep with Charlie once, and the next man you meet will be your true love."
5139,tt0119723,"In 1923 London, socialite Clarissa Dalloway's (Vanessa Redgrave's) well-planned party is overshadowed by the return of an old suitor she had known thirty-three years earlier."
5140,tt0104647,"George Kuffs, 21, leaves a pregnant girlfriend. He visits his brother Brad to bum money off him. Brad's shot and George IDs the killer at SFPD but to no avail. He inherits Brad's patrol district. He keeps it to get the killer."
5141,tt0038494,"Sherlock Holmes sets out to discover why a trio of murderous villains, including a dangerously attractive female, are desperate to obtain three unassuming and inexpensive little music boxes."
5142,tt0282687,"A reporter interviews a psychic, who tells her that she's going to die and her life is meaningless."
5143,tt0103035,An uptight advertising exec has his entire life in a filofax organizer which mistakenly ends up in the hands of a friendly convict who poses as him.
5144,tt0035279,An aircraft factory worker goes on the run after being wrongly accused of starting a fire that killed his best friend.
5145,tt0059399,"After being discredited as a coward, a 19th century seaman (Peter O'Toole) lives for only one purpose: to redeem himself. Based on Joseph Conrad's novel written in 1900."
5146,tt0090196,"Two reporters for a tabloid newspaper are sent to Transylvania to find the Frankenstein monster, or get fired. They are laughed at there, but something suspicious is going on. Could there be monsters, vampires, mummies and werewolves?"
5147,tt0089908,"Dorothy, saved from a psychiatric experiment by a mysterious girl, is somehow called back to Oz when a vain witch and the Nome King destroy everything that makes the magical land beautiful."
5148,tt0162348,"Two brothers share a house in LA's Fairfax district: Tony's a feckless actor, Chris is an accountant. Both are in relationships on rocky ground. As these emotions swirl, Tony meets his US ..."
5149,tt0085461,An effeminate personal assistant of a deteriorating veteran actor struggles to get him through a difficult performance of King Lear.
5150,tt0143348,"Ogami is hired to kill a tattooed female assassin. Gunbei Yagyu, an enemy samurai, happens upon Ogami's son, and sees his chance for revenge."
5151,tt0050371,"An Arkansas drifter becomes an overnight media sensation. As he becomes drunk with fame and power, will he ever be exposed as the fraud he has become?"
5152,tt0115438,48 hours of intersecting lives and crimes in Los Angeles.
5153,tt0088461,"The vicissitudes of Gloria, a neurotic housewife, and her family's peculiar characters."
5154,tt0102015,"Documentary that chronicles how Francis Ford Coppola's Apocalypse Now (1979) was plagued by extraordinary script, shooting, budget, and casting problems--nearly destroying the life and career of the celebrated director."
5155,tt0120467,A man who performs as a children's birthday party clown tries to piece his life back together after being gang-raped.
5156,tt0115644,"Romantic drama about a young career girl who is swept off her feet by a shy florist, who fell in love with her after one glimpse through a shadowy window."
5157,tt0323872,A scientific observer's job of observing an old cantankerous single man's kitchen habits is complicated by his growing friendship with him.
5158,tt0071910,"After a chance meeting at a hotel in 1957, Holocaust survivor Lucia and Nazi officer Max, who tortured her, resume their sadomasochistic relationship."
5159,tt0183056,"A Jewish girl in nineteenth century London, dreams of becoming a stage actress."
5160,tt0088889,A stray cat is the linking element of three tales of suspense and horror.
5161,tt0083006,The wife of a murdered petrochemical company chairman and a banker investigating the liquidity of his new bank stumble upon an international financial scheme that could lead to global economic collapse.
5162,tt0080377,"A trucker turned prize fighter, his brother and their pet orangutan have a series of misadventures involving the mob, corrupt cops, motorcycle gangs and pretty dames."
5163,tt0053925,"Upon entering his fiancée's family mansion, a man discovers a savage family curse and fears that his future brother-in-law has entombed his bride-to-be prematurely."
5164,tt0279781,"Three rowdy college students are kicked out of their dorm and dress up in drag to live in the DOG house, where the girls deemed unattractive live."
5165,tt0113362,"In a time of war and disease, a young officer gallantly tries to help a young woman find her husband."
5166,tt0219405,"A group of young employees bet a month's salary, winner takes all, on who can last the longest without going outside."
5167,tt0036027,"A nurse is hired to care for the wife of a sugar plantation owner, who has been acting strangely, on a Caribbean island."
5168,tt0360130,"Following the death of his wife Audrey, John Munn moves with his two sons, mid-teen Chris Munn and adolescent Tim Munn, to a pig farm in rural Drees County, Georgia, where they lead a ..."
5169,tt0364930,"Nick Broomfield's second documentary about serial killer Aileen Wuornos, focusing on her mental state on death row."
5170,tt0301976,A young man's experience in a juvenile detention center that touches on the tumultuous changes that befall his family and the community in which he lives.
5171,tt0094890,"The old age pensioners that left at the end of the first film come back to Earth to visit their relatives. Will they all decide to go back to the planet where no one grows old, or will they be tempted to stay back on Earth?"
5172,tt0384814,"Mexican beauty Camilla Lopez (Salma Hayek) hopes to rise above her station by marrying a wealthy American. That is complicated by meeting Arturo Bandini (Colin Farrell), a first-generation Italian hoping to land a writing career and a blue-eyed blonde on his arm."
5173,tt0049096,A hapless carnival performer masquerades as the court jester as part of a plot against an evil ruler who has overthrown the rightful King.
5174,tt0208990,A psychoanalyst and his family go through profound emotional trauma when their son dies in a scuba diving accident.
5175,tt0211938,An ex-con is used by police to lure a criminal out of hiding.
5176,tt0166813,"A wild stallion is captured by humans and slowly loses the will to resist training, yet, throughout his struggles for freedom, the stallion refuses to let go of the hope of one day returning home to his herd."
5177,tt0284741,"Twenty-year-old Julius Caeser flees Rome for his life during the reign of Sulla, but through skill and ambition rises four decades later to become Rome's supreme dictator."
5178,tt0416315,Three backpackers stranded in the Australian outback are plunged in a hellish nightmare of insufferable torture by a sadistic psychopathic local.
5179,tt0086429,The life of a suburban American family is scarred after a nuclear attack.
5180,tt0114720,"Earl Bassett, now a washed-up ex-celebrity, is hired by a Mexican oil company to eradicate a Graboid epidemic that's killing more people each day. However, the humans aren't the only one with a new battle plan."
5181,tt0019422,"Mickey Mouse, piloting a steamboat, delights his passenger, Minnie, by making musical instruments out of the menagerie on deck."
5182,tt0045995,"In this 1953 musical remake of ""The Awful Truth"" Wyman is married to womanizing composer Milland and sets out to give him some of his own medicine. She has an affair, but her ploy backfires..."
5183,tt0094612,Vengence drives a tough Detroit cop to stay on the trail of a power hungry auto magnate who's systematically eliminating his competition.
5184,tt0119080,"After a daughter witnesses her father having an affair, she begins a chain reaction that could tear her family apart."
5185,tt0082307,"A young woman inherits an old hotel in Louisiana where, following a series of supernatural ""accidents"", she learns that the building was built over one of the entrances to Hell."
